No.,Districts,Provinces,Company Name,Authorized Capital,Asset 61,Asset 62,Asset 63,Asset 64,Rev 61,Rev 62,Rev 63,Rev 64,Profit 61,Profit 62,Profit 63,Profit 64,ROA 61,ROA 62,ROA 63,ROA 64,ROE 61,ROE 62,ROE 63,ROE 64,NP 61,NP 62,NP 63,NP 64,Current 61,Current 62,Current 63,Current 64,Quick 61,Quick 62,Quick 63,Quick 64,A_Tirnover61,A_Tirnover62,A_Tirnover63,A_Tirnover64,DA 61,DA 62,DA 63,DA 64,DE 61,DE 62,DE 63,DE 64
289,เจริญกรุง,กทม.,เสรีเจริญโลหะ,"4,000,000.00","28,494,593.04","27,959,001.54","26,206,063.68","31,749,827.17","20,259,834.18","17,286,100.14","11,953,999.39","23,106,321.61","115,654.20","93,601.75","3,034.50","1,344,823.84",0.42,0.33,0.01,4.64,0.46,0.37,0.01,5.26,0.57,0.54,0.03,5.82,8.87,10.85,32.66,5.18,1.5,2.06,2.23,4.91,0.74,0.61,0.44,0.8,0.11,0.09,0.03,0.19,0.13,0.1,0.03,0.23
290,เจริญกรุง,กทม.,แสงมณีเจมส์ จำกัด,"10,000,000.00","17,512,554.95","11,206,959.62","9,684,001.81","11,525,684.72","12,704,996.51","7,480,316.99","6,086,469.84","7,901,780.57","-2,907,899.76","-2,320,723.94","-458,391.95","372,634.80",-14.41,-16.16,-4.39,3.51,263.5,62.42,8.98,-7.24,-22.89,-31.02,-7.53,4.72,0.88,0.69,0.64,174.52,7.57,4.42,4.11,4.57,0.63,0.52,0.58,0.75,1.15,1.44,1.55,1.43,-7.85,-3.3,-2.81,-3.32
291,เจริญกรุง,กทม.,หจก. พี.เอส. กลการ,"1,000,000.00","1,628,839.81","1,596,116.53","4,918,870.53","6,443,224.45","841,604.70","9,467,952.39","17,858,819.65","21,743,029.29","74,714.56","323,761.56","1,828,364.02","1,082,337.93",5.65,20.08,56.13,19.05,7.22,26.23,79.14,28.74,8.88,3.42,10.24,4.98,253.24,11.67,1.49,22.21,-,-,"3,146.93",464.43,0.64,5.87,5.48,3.83,0.34,0.13,0.34,0.33,0.52,0.14,0.53,0.5
292,เจริญกรุง,กทม.,หจก.ง่วนฮงเส็ง,"20,000.00","1,043,484.51","840,644.56","428,863.61","236,838.96","1,818,244.29","1,317,722.10","758,238.13","1,027,043.13","176,367.18","-210,189.26","-395,704.80","-192,024.65",18.45,-22.31,-62.34,-57.69,18.8,-22.81,-63.99,-59.18,9.7,-15.95,-52.19,-18.7,56.94,32.05,45.91,23.27,5.84,4.26,4.56,21.57,1.9,1.4,1.19,3.09,0.02,0.03,0.02,0.04,0.02,0.03,0.02,0.04
293,เจริญกรุง,กทม.,หจก.ศรีไทยไพศาลเมททัล อิมพอร์ต,"5,000,000.00","75,959,087.72","58,246,615.15","56,656,122.81","56,743,071.23","126,746,994.33","93,741,727.69",1.72,"316,670.24","5,712,891.46","3,528,531.32","-1,328,381.89","-179,696.77",7.23,5.26,-2.31,-0.32,9.53,5.92,-2.39,-0.33,4.51,3.76,"-77,231,505.23",-56.75,5.72,9.63,97.52,289.04,10.39,14.37,-,11.17,1.6,1.4,-,0.01,0.17,0.03,0.03,0.03,0.21,0.03,0.03,0.04
294,เจริญกรุง,กทม.,ห้างทองแชงกรีลา,"1,300,000,000.00","6,859,113,259.00","7,202,302,065.00","6,267,894,501.00","5,976,178,378.00","2,622,793,303.00","2,596,328,907.00","680,232,219.00","350,569,857.00","691,954,291.00","681,905,773.00","-295,457,992.00","-361,245,022.00",10.4,9.7,-4.39,-5.9,12.52,11.51,-5.07,-6.76,26.38,26.26,-43.43,-103.05,3.58,2.31,1.97,1.51,14.94,15.7,7.41,15.25,0.39,0.37,0.1,0.06,0.16,0.15,0.12,0.14,0.2,0.18,0.13,0.16
295,เจริญกรุง,กทม.,ห้างทองไทยเจริญ,"2,000,000.00","2,813,883.11","3,516,351.10","4,324,354.12","3,726,990.24","2,599,165.26","2,586,510.20","1,974,756.81","3,553,655.00","270,417.06","168,678.94","529,461.14","62,013.30",10.16,5.33,13.51,1.54,22.63,11.93,30.02,3.01,10.4,6.52,26.81,1.75,123.17,199.42,325.96,268.34,-,-,-,-,0.98,0.82,0.5,0.88,0.53,0.57,0.53,0.44,1.12,1.35,1.13,0.78
296,เจริญกรุง,กทม.,ห้างทองธนา,"5,000,000.00","9,990,055.63","11,151,795.39","11,811,968.45","12,090,889.05","13,030,472.32","9,325,301.45","4,119,297.50","3,268,488.90","-215,510.31","560,059.69","251,207.68","312,821.81",-2.33,5.3,2.19,2.62,-4.33,10.88,4.53,5.36,-1.65,6.01,6.1,9.57,409.89,428.31,337.57,573.29,-,-,-,-,1.41,0.88,0.36,0.27,0.51,0.51,0.52,0.5,1.05,1.06,1.08,1.02
297,เจริญกรุง,กทม.,ห้างทองมุ้ยเฮง,"300,000.00","1,691,573.52","1,706,777.81","1,813,768.53","1,558,863.80","3,561,150.00","3,580,300.00","3,221,513.57","1,394,856.94","-86,509.54","15,578.99","107,360.90","-253,825.15",-4.98,0.92,6.1,-15.05,-5.02,0.92,6.14,-15.14,-2.43,0.44,3.33,-18.2,153.55,160.39,176.59,169.6,356.12,358.03,322.15,139.49,2.05,2.11,1.83,0.83,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
298,เจริญกรุง,กทม.,ห้างทองศรีบางรัก,"1,000,000.00","1,903,072.45","1,771,924.63","2,715,419.23","3,187,447.67","553,769.01","2,084,214.55","1,652,022.47","1,619,670.54","108,269.01","173,046.61","43,602.61","71,914.92",7.5,9.42,1.94,2.44,10.46,14.72,3.4,5.36,19.55,8.3,2.64,4.44,2.34,3.48,1.93,1.76,-,-,-,-,0.38,1.13,0.74,0.55,0.43,0.29,0.52,0.57,0.75,0.4,1.08,1.31
299,เจริญกรุง,กทม.,ห้างไท้ฮง,"1,000,000.00","4,244,753.52","3,248,060.27","4,064,250.13","4,310,523.90","3,089,430.00","4,772,650.00","4,087,518.16","2,787,247.03","-204,569.12","501,999.94","741,986.46","322,093.71",-4.01,13.4,20.29,7.69,-7.22,16.83,20.59,7.79,-6.62,10.52,18.15,11.56,307.6,215.01,45.51,319.54,308.94,477.26,408.75,278.72,0.61,1.27,1.12,0.67,0.36,-,0.02,-,0.55,-,0.02,-
300,เจริญกรุง,กทม.,แหลม​เจริญ​ซีฟู้ด​,"185,060,000.00",-,"423,957,208.00","380,223,700.34","382,423,003.55",,"826,641,840.00","759,246,595.83","606,817,756.76",,"118,122,113.00","34,934,763.69","-5,928,561.15",,27.86,8.69,-1.55,,52.17,14.32,-2.29,,14.29,4.6,-0.98,,1.3,1.96,1.74,,86.55,63.99,47.49,,1.95,1.89,1.59,,0.47,0.31,0.33,,0.87,0.45,0.5
301,เจริญกรุง,กทม.,อ.เฮงหลีพาณิชย์,"200,000.00","1,602,901.42","1,651,253.13","1,711,517.00","1,779,996.62","859,775.00","971,117.00","994,083.00","877,690.00","57,064.66","48,341.67","60,229.87","68,823.62",3.62,2.97,3.58,3.94,3.64,2.98,3.59,3.96,6.64,4.98,6.06,7.84,269.4,277.06,285.54,315.04,19.11,21.58,22.09,19.5,0.55,0.6,0.59,0.5,-,-,-,-,-,-,-,-
302,เจริญกรุง,กทม.,อควอเชียเจมส์​,"1,000,000.00","1,192,484.46","1,214,390.67","1,221,651.67","1,221,083.17","32,523.29","33,000.00","16,500.00","8,250.00","23,050.14","21,846.21","7,321.00",-568.5,1.95,1.82,0.6,-0.05,1.96,1.82,0.6,-0.05,70.87,66.2,44.37,-6.89,238.5,240,244.33,244.22,-,-,-,-,0.03,0.03,0.01,0.01,-,-,-,-,-,-,-,-
303,เจริญกรุง,กทม.,อนันตบุญ,"1,000,000.00","7,258,665.07","7,566,872.12","7,787,295.34","8,502,938.25","12,551,209.75","10,151,531.93","8,868,065.61","11,078,183.45","371,655.08","431,653.62","356,895.18","352,202.42",5.04,5.82,4.65,4.32,6.4,6.95,5.4,5.06,2.96,4.25,4.02,3.18,7.2,10.84,8.42,4.94,69.55,146.54,169.99,336.38,1.7,1.37,1.16,1.36,0.17,0.15,0.13,0.16,0.21,0.18,0.15,0.19
304,เจริญกรุง,กทม.,อัลลู จิวเวลรี่,"20,000,000.00","193,162,566.47","234,823,695.37","212,564,968.26","243,731,447.08","273,886,901.85","269,089,423.80","233,379,188.70","286,030,076.00","5,575,081.91","6,384,294.93","3,514,606.97","3,722,839.07",3.03,2.98,1.57,1.63,11.2,11.45,5.79,5.79,2.04,2.37,1.51,1.3,1.33,1.3,1.39,1.35,5.57,4.85,3.6,3.91,1.49,1.26,1.04,1.25,0.73,0.75,0.71,0.73,2.67,2.98,2.4,2.68
305,เจริญกรุง,กทม.,อาคาร ว่อง ไว วิทย์,"5,000,000.00","87,838,797.32","91,970,571.22","96,346,552.58","101,935,943.38","18,806,284.55","20,134,463.61","20,567,594.10","24,988,764.29","3,306,905.64","3,567,795.49","4,407,033.25","4,599,147.01",3.84,3.97,4.68,4.64,4.09,4.23,4.99,4.95,17.58,17.72,21.43,18.4,71.46,72.48,79.49,66.02,-,-,-,-,0.22,0.22,0.22,0.25,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.07
306,เจริญกรุง,กทม.,อาคารชาร์เตอร์ สแควร์,"3,101,525,000.00","3,783,206,414.34","4,013,865,778.22","4,015,017,226.39","3,973,119,572.83","236,832,446.24","348,209,291.23","320,157,825.86","902,686,962.82","1,520,886.45","-12,043,785.29","-6,034,888.99","466,511,630.41",0.04,-0.31,-0.15,11.68,0.09,-0.72,-0.36,24.71,0.64,-3.46,-1.88,51.68,0.03,0.05,0.11,1.08,13.37,18.92,20.71,6.31,0.07,0.09,0.08,0.23,0.56,0.59,0.59,0.47,1.26,1.42,1.43,0.87
307,เจริญกรุง,กทม.,อารีวิน จำกัด,"1,000,000.00","264,235.91","213,242.55","194,683.58","162,864.93","736,811.73","624,235.84","360,424.24","719,910.31","120,832.62","-16,934.45","-29,559.36","373,349.85",52.91,-7.09,-14.49,208.84,-9.23,1.35,2.31,-33.68,16.4,-2.71,-8.2,51.86,0.04,0.03,0.05,0.09,25.69,81.69,93.39,255.54,3.23,2.61,1.77,4.03,5.73,6.93,7.65,6.66,-1.21,-1.17,-1.15,-1.18
308,เจริญกรุง,กทม.,อาลี ชาห์ อิมเป็กซ์ จำกัด,"8,000,000.00","2,827,352.70","2,538,992.61","2,225,657.64","2,119,807.51","18,389,887.14","19,434,535.68","14,231,375.59","39,825,517.99","-3,377,247.41","235,482.66","218,148.50","2,830,702.16",-95.93,8.78,9.16,130.28,429.55,-9.99,-10.24,-467.22,-18.36,1.21,1.53,7.11,0.49,0.49,0.48,16.46,15.61,-,-,-,5.22,7.24,5.97,18.33,1.88,1.88,1.91,0.62,-2.14,-2.13,-2.1,1.62
309,เจริญกรุง,กทม.,อุทัย โปรดิวส์,"600,000,000.00","2,012,725,839.09","2,328,452,682.42","2,214,939,917.85","2,228,763,015.84","4,396,585,905.08","4,264,180,667.89","4,148,255,751.62","3,327,307,410.41","30,367,265.25","20,274,914.39","16,883,483.40","15,293,250.86",1.69,0.93,0.74,0.69,2.78,1.82,1.49,1.33,0.69,0.48,0.41,0.46,2.14,1.88,1.99,2.11,3.92,3.8,4,3.6,2.45,1.96,1.83,1.5,0.45,0.52,0.48,0.48,0.82,1.07,0.94,0.92
310,เจริญกรุง,กทม.,เอ ดี เยมส์ อินเตอร์เนชั่นแนล จำกัด,"30,000,000.00","41,906,502.23","49,957,744.36","37,555,310.61","39,691,775.53","27,923,118.30","8,772,652.83","2,404,485.30","4,541,436.17","987,273.29","-6,235,736.08","-2,426,470.71","601,248.33",2.45,-13.58,-5.55,1.56,2.67,-18.13,-8.07,2.06,3.54,-71.08,-100.91,13.24,10.64,2.67,4.31,3.87,1.47,0.42,0.2,0.51,0.69,0.19,0.06,0.12,0.1,0.37,0.23,0.26,0.12,0.6,0.3,0.35
311,เจริญกรุง,กทม.,เอ.เจ. อีเล็คโทรนิคส์,"1,000,000.00","3,432,940.99","2,857,537.51","1,455,083.97","695,146.60","3,936,820.17","2,504,218.66","1,719,782.20","1,179,467.40","238,876.17","-515,381.91","-546,552.01","-665,315.13",6.46,-16.39,-25.35,-61.88,10.78,-24.81,-35.34,-70.74,6.07,-20.58,-31.78,-56.41,3.09,2.72,7.83,7.71,20.11,24.96,15.87,12.43,1.07,0.8,0.8,1.1,0.32,0.36,0.12,0.13,0.47,0.57,0.14,0.14
312,เจริญกรุง,กทม.,เอเซียคอมแพ็ค,"165,000,000.00","534,590,087.04","585,540,737.00","620,220,273.00","606,749,505.00","815,911,954.42","845,689,280.00","824,130,927.00","868,900,575.00","12,271,824.93","4,687,035.00","-12,581,785.00","14,521,780.00",2.28,0.84,-2.09,2.37,6.97,2.64,-7.56,8.67,1.5,0.55,-1.53,1.67,0.85,0.83,0.85,0.86,3.22,3.28,2.9,2.92,1.51,1.51,1.37,1.42,0.66,0.7,0.74,0.71,1.94,2.39,2.87,2.47
313,เจริญกรุง,กทม.,เอ็น เอส สตีล,"49,000,000.00","301,294,408.96","300,484,971.11","299,743,767.90","306,215,485.54","163,750,985.50","141,079,292.53","121,770,126.97","137,009,240.95","2,254,091.42","648,377.09","1,672,407.30","2,518,498.99",0.78,0.22,0.56,0.83,3.72,1.04,2.22,2.82,1.38,0.46,1.37,1.84,0.99,1.01,1.19,1.16,6,5.56,3.8,3.25,0.57,0.47,0.41,0.45,0.8,0.79,0.71,0.7,3.88,3.82,2.4,2.38
314,เจริญกรุง,กทม.,เอเบิล ทัวร์ เอเยนซี จำกัด,"2,000,000.00","17,922,678.08","19,277,502.05","14,091,746.46","11,859,213.44","4,802,899.45","8,781,001.46","3,305,389.20","1,901,489.76","338,252.49","896,487.64","-1,912,204.86","-1,596,657.84",1.78,4.82,-11.46,-12.31,2.55,6.46,-14.3,-13.74,7.04,10.21,-57.85,-83.97,3.93,4.29,12.71,15.16,1.69,5.29,5.32,5.55,0.25,0.47,0.2,0.15,0.25,0.26,0.12,0.09,0.33,0.35,0.13,0.1
315,เจริญกรุง,กทม.,เอยูนิตติ้งแอนด์แมชชีนเนอรี่,"1,000,000.00","4,877,780.06","9,009,609.77","7,825,465.01","8,951,340.22","11,246,315.72","11,551,759.67","10,710,549.74","14,983,831.27","357,665.00","356,886.62","-1,207,107.91","-94,931.64",7.33,5.14,-14.34,-1.13,26.34,23.23,-108.65,-20.64,3.18,3.09,-11.27,-0.63,1.15,1.06,0.94,0.95,3.19,3.03,3.51,5.34,2.31,1.66,1.27,1.79,0.72,0.81,0.94,0.95,2.59,4.25,14.42,20.7
316,เจริญกรุง,กทม.,เอส เจ ฟู๊ดส์ จำกัด,"1,000,000.00","11,274,553.05","10,706,867.84","9,131,998.61","7,551,867.97","44,518,092.73","48,657,131.01","33,859,791.05","25,051,119.62","459,464.29","576,078.02","320,614.75","156,018.55",4.6,5.24,3.23,1.87,-31.18,-60.28,-63.19,-57.99,1.03,1.18,0.95,0.62,0.89,0.91,0.88,0.9,5.94,6.27,5.59,4.45,4.46,4.43,3.41,3,1.11,1.06,1.04,1.03,-10.06,-17.04,-27.31,-40.53
317,เจริญกรุง,กทม.,เอสเทรลล่า ไดมอนด์ จำกัด,"4,000,000.00","6,208,605.47","8,357,951.52","7,361,665.26","7,521,715.72","19,722,096.85","26,624,245.40","18,558,945.72","7,302,934.09","429,098.49","399,797.27","143,012.20","-1,231,661.54",8.86,5.49,1.82,-16.55,16.91,13.54,4.44,-45.97,2.18,1.5,0.77,-16.87,1.79,1.6,1.81,1.38,4.67,4.19,2.75,1.11,4.07,3.66,2.36,0.98,0.56,0.62,0.55,0.73,1.26,1.65,1.23,2.65
318,เจริญกรุง,กทม.,เอี๊ยะแซงี้กี่,"1,000,000.00",,,"242,250.00","232,750.00",,,-,-,,,"-17,311.86","-9,500.00",,,-7.15,-4,,,-7.44,-4.17,,,-,-,,,25.34,24.34,,,-,-,,,-,-,,,0.04,0.04,,,0.04,0.04
319,เจริญกรุง,กทม.,ฮ่งเฮงไก่,"25,000,000.00","231,802,293.60","233,635,724.86","225,298,029.06","243,909,743.39","197,789,101.61","196,434,808.84","189,697,883.14","199,943,864.82","178,849.32","323,096.52","335,087.57","9,798,452.60",0.08,0.14,0.15,4.18,0.09,0.16,0.17,4.86,0.09,0.16,0.18,4.9,4.91,4.99,6.05,4.98,4.14,4.4,4.68,4.87,0.86,0.84,0.83,0.85,0.16,0.16,0.13,0.15,0.19,0.19,0.15,0.18
320,เจริญกรุง,กทม.,ฮ๊อบบี้,"1,000,000.00","652,642.27","383,510.39","346,702.35","547,763.78","626,808.96","255,255.32","414,211.91","383,315.20","-310,517.18","-270,381.88","-43,101.80","1,295.78",-37.39,-52.19,-11.81,0.29,-42.16,-60.62,-14.9,0.48,-49.54,-105.93,-10.41,0.34,38.91,13.51,14.23,10.16,83.69,-,-,0.93,0.75,0.49,1.13,0.86,0.11,0.19,0.23,0.51,0.12,0.23,0.29,1.04
321,เจริญกรุง,กทม.,ฮานาย่า,"4,000,000.00","18,129,040.41","14,517,500.98","12,183,838.14","12,893,558.63","39,884,684.50","42,441,381.39","35,471,392.31","28,650,368.35","1,411,269.74","1,218,305.59","697,786.54","153,173.65",7.99,7.46,5.23,1.22,11.15,11.11,7.8,1.63,3.54,2.87,1.97,0.53,3.9,2.55,5.8,4.82,104.58,116.74,95.35,69.25,2.26,2.6,2.66,2.28,0.26,0.41,0.24,0.27,0.36,0.69,0.31,0.36
322,เจริญกรุง,กทม.,เฮง.ดับบลิว.ปริ้นเซส เจมส์ จำกัด,"5,000,000.00","22,055,302.15","16,849,850.27","19,429,097.60","18,602,690.52","10,031,806.43","6,750,376.40","1,364,206.05","3,537,055.30","536,992.86","371,596.92","-292,255.01","556,107.27",2.11,1.91,-1.61,2.92,38.84,9.68,-4.97,9.26,5.35,5.5,-21.42,15.72,1.07,1.53,1.4,1.49,-,-,-,-,0.39,0.35,0.08,0.19,0.93,0.64,0.71,0.66,12.36,1.8,2.39,1.96
323,เจริญเมือง,แพร่,Honda แพร่มิตรประสาน,"5,000,000.00","134,135,469.00","149,626,472.00","96,469,480.00","114,026,116.00","443,723,233.00","432,494,073.00","308,348,645.00","258,398,740.00","7,956,092.00","7,302,237.00","6,430,516.00","6,247,156.00",5.85,5.15,5.23,5.94,16.47,13.17,10.41,9.17,1.79,1.69,2.09,2.42,1.32,1.4,2.45,2.22,32.12,31.22,22.61,18.53,3.26,3.05,2.51,2.46,0.61,0.61,0.33,0.38,1.57,1.55,0.48,0.6
324,เจริญเมือง,แพร่,คลินิกเวชกรรม เมดแคร์,"3,000,000.00","7,756,254.56","9,836,730.13","9,609,291.05","11,561,291.57","20,639,962.00","24,053,265.23","24,033,158.20","24,260,893.31","1,648,550.90","1,830,537.46","737,478.82","1,316,453.32",23.9,20.81,7.58,12.44,69.32,31.45,10.39,16.26,7.99,7.61,3.07,5.43,1.86,2.49,3.51,3.41,5.75,5.48,4.95,5.34,2.99,2.73,2.47,2.29,0.37,0.32,0.22,0.24,0.58,0.46,0.29,0.32
325,เจริญเมือง,แพร่,ชุมศรีพาณิชย์แพร่,"1,000,000.00","15,882,165.23","15,697,223.29","15,491,981.19","15,591,233.86","21,433,285.19","18,362,007.77","18,681,382.67","17,864,049.13","2,277,512.24","1,881,056.78","1,792,079.70","2,053,289.95",14.53,11.91,11.49,13.21,15.03,12.35,11.9,13.7,10.63,10.24,9.59,11.49,26.72,29.72,29.19,27.04,2.22,2.04,1.72,1.59,1.37,1.16,1.2,1.15,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.04
326,เจริญเมือง,แพร่,ดิจิโต้ สตูดิโอ แอนด์มินิแล็บ,"2,000,000.00","3,939,732.03","4,067,260.60","3,026,850.34","3,493,437.81","2,792,062.33","2,945,729.12","2,467,247.10","2,514,477.89","411,658.50","415,184.17","351,229.88","404,242.70",11.33,10.37,9.9,12.4,13.18,11.77,10.47,12.91,14.74,14.09,14.24,16.08,5.42,9.09,46.99,12.31,44.7,44.47,37.93,124.31,0.77,0.74,0.7,0.77,0.16,0.08,0.02,0.06,0.18,0.09,0.02,0.06
327,เจริญเมือง,แพร่,เตียไฮกี,"4,280,000.00","12,732,162.31","14,652,031.64","13,234,859.74","14,278,667.53","12,687,117.65","20,458,890.22","20,049,767.08","15,685,189.53","462,026.82","576,915.76","568,935.92","561,584.26",3.63,4.21,4.08,4.08,9.74,11.47,10.15,9.1,3.64,2.82,2.84,3.58,1.58,1.56,1.79,1.82,52.1,20,18.75,28.5,1,1.49,1.44,1.14,0.63,0.64,0.56,0.55,1.68,1.75,1.25,1.21
328,เจริญเมือง,แพร่,โตโยต้าแพร่หล่อตระกูล,"5,000,000.00","578,512,163.60","660,033,764.56","675,477,040.18","656,047,582.18","883,687,456.82","891,651,967.44","823,671,380.54","863,307,405.41","44,376,159.84","39,513,658.56","21,226,708.56","31,782,189.39",7.63,6.38,3.18,4.77,8.69,7.15,3.64,5.21,5.02,4.43,2.58,3.68,8.42,5.36,5.98,15.47,22.49,26.66,22.83,32.86,1.52,1.44,1.23,1.3,0.08,0.13,0.12,0.05,0.09,0.15,0.14,0.05
329,เจริญเมือง,แพร่,ถาวรพาณิชย์แพร่,"400,000.00","307,700.39","242,290.29","352,559.85","416,447.31","3,323,275.14","3,267,887.30","3,242,280.70","3,452,487.73","110,922.77","71,499.84","64,890.82","64,166.59",41.94,26,21.82,16.69,-626.34,97.28,45.8,31.11,3.34,2.19,2,1.86,1.14,1.82,1.98,2.34,-,-,-,"1,712.54",12.56,11.88,10.9,8.98,0.88,0.55,0.51,0.43,7.15,1.22,1.02,0.75
330,เจริญเมือง,แพร่,ทองถุ่งฮิน,"5,000,000.00","6,014,033.68","6,213,396.49","9,030,651.67","8,572,082.67","32,947,283.31","30,489,741.76","14,539,796.50","16,240,677.64","-725,292.76","726,285.69","60,815.75","-845,785.99",-12.43,11.88,0.8,-9.61,-15.38,15.4,1.19,-17.93,-2.2,2.38,0.42,-5.21,3.6,5.41,2.31,2,"1,306.88","1,202.54",578.34,644.09,5.65,4.99,1.91,1.85,0.28,0.18,0.43,0.5,0.38,0.22,0.76,1
331,เจริญเมือง,แพร่,บุญชัยมาร์เก็ตติ้ง,"1,000,000.00","4,562,559.13","4,369,773.84","5,185,014.19","5,222,477.54","6,457,300.88","9,111,174.11","9,012,711.04","7,111,678.19","385,718.53","418,130.52","431,342.38","223,485.57",9.01,9.36,9.03,4.29,12.38,11.89,10.98,5.17,5.97,4.59,4.79,3.14,3.64,6.8,4.9,7.39,428.6,"1,209.50",384.44,265.55,1.51,2.04,1.89,1.37,0.27,0.15,0.2,0.14,0.38,0.17,0.26,0.16
332,เจริญเมือง,แพร่,เบสขนส่ง,"5,000,000.00","5,244,703.20","5,548,429.79","5,460,867.84","5,575,769.54","931,125.00","3,134,308.00","1,753,782.21","2,165,375.00","193,084.25","324,150.33","-92,881.74","108,726.70",3.76,6.01,-1.69,1.97,3.77,6.03,-1.69,1.98,20.74,10.34,-5.3,5.02,20.74,454.97,311.78,235.36,-,-,21.94,25.13,0.18,0.58,0.32,0.39,0.01,-,-,-,0.01,-,-,-
333,เจริญเมือง,แพร่,แพร่ทิพย์รัช,"500,000.00","5,011,243.82","5,624,774.73","5,931,397.50","6,231,531.16","15,630,214.89","28,477,490.02","46,668,539.14","34,784,980.97","413,500.64","587,378.56","277,197.78","246,014.62",8.62,11.05,4.8,4.05,8.67,11.14,4.86,4.12,2.65,2.06,0.59,0.71,152.96,95.46,67.13,43.74,-,-,-,-,3.26,5.35,8.08,5.72,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
334,เจริญเมือง,แพร่,แพร่มิตรประสาน,"5,000,000.00","59,882,524.00","66,502,309.00","49,279,975.00","53,583,740.00","245,185,793.00","282,580,804.00","285,526,832.00","355,778,406.00","3,063,350.00","3,202,476.00","3,411,836.00","4,746,786.00",5.39,5.07,5.89,9.23,8.11,7.83,7.72,9.83,1.25,1.13,1.19,1.33,2.86,2.74,14.42,18.05,16.37,14.8,15.75,19.73,4.31,4.47,4.93,6.92,0.34,0.36,0.07,0.05,0.52,0.56,0.07,0.06
335,เจริญเมือง,แพร่,แพร่หล่อตระกูล,"1,200,000.00","5,299,993.21","5,294,923.21","5,309,864.71","5,329,936.71",-,-,"26,000.00","26,000.00","-5,270.00","-5,070.00","14,083.50","20,930.00",-0.1,-0.1,0.27,0.39,-0.1,-0.1,0.27,0.39,-,-,54.17,80.5,"1,060.00","1,058.98",906.43,"1,065.99",-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
336,เจริญเมือง,แพร่,โลตัสโกเฟส,"5,137,500,050.00","137,551,563,479.00","139,779,940,710.00","144,897,899,280.00","192,567,729,000.00","198,315,522,093.00","188,628,381,821.00","187,958,622,617.00","144,590,406,000.00","9,628,459,843.00","7,819,672,297.00","12,107,332,471.00","4,154,768,000.00",7.14,5.64,8.51,2.46,10.78,8.16,12.03,6.12,4.86,4.15,6.44,2.87,1.08,1.3,1.65,0.88,52.15,58.67,61.71,39.9,1.47,1.36,1.32,0.86,0.32,0.3,0.28,0.83,0.46,0.43,0.4,5.02
337,เจริญเมือง,แพร่,ศรีสวัสดิ์,"1,429,009,569.00","21,160,711,000.00","28,438,976,000.00","30,063,501,000.00","30,161,151,000.00","866,033,000.00","707,501,000.00","1,769,123,000.00","4,609,829,000.00","339,685,000.00","101,749,000.00","1,025,903,000.00","3,765,756,000.00",1.71,0.41,3.51,12.51,4.09,1.01,8.48,28.55,39.22,14.38,57.99,81.69,1.34,2.78,3.72,1.64,5.36,0.45,1.24,875.31,0.04,0.03,0.06,0.15,0.6,0.59,0.58,0.54,1.5,1.44,1.4,1.18
338,เจริญเมือง,แพร่,แสงฟ้าสโตร์,"300,000.00","2,902,754.98","3,101,258.52","3,281,381.37","3,429,987.72","2,525,963.56","2,315,120.91","2,008,180.36","1,994,935.51","343,180.72","201,800.75","183,153.74","148,675.92",12.13,6.72,5.74,4.43,12.65,6.76,5.76,4.45,13.59,8.72,9.12,7.45,161.75,211.71,282.44,297.01,"1,609.40","2,399.93","5,581.22","5,544.41",0.89,0.77,0.63,0.59,0.01,-,-,-,0.01,-,-,-
339,เจริญเมือง,แพร่,หจก.แพร่สถาพร,"50,000,000.00","104,340,943.59","110,848,306.26","97,535,726.40","99,921,157.01","36,872,294.39","39,389,457.96","62,564,470.63","56,512,781.22","2,465,394.62","2,992,038.21","5,160,480.52","4,252,763.31",2.51,2.78,4.95,4.31,3.45,4.17,7.18,5.86,6.69,7.6,8.25,7.53,3.13,2.8,3.84,3.6,2.44,2.88,6.78,6.76,0.38,0.37,0.6,0.57,0.31,0.36,0.26,0.27,0.44,0.56,0.35,0.37
340,เจริญเมือง,แพร่,หจก.สารจินดาพงศ์,"1,000,000.00","7,018,238.68","7,210,676.85","7,385,911.46","7,472,770.08","37,810,825.12","38,140,742.88","36,699,459.69","35,401,631.42","1,189,774.70","845,378.12","215,190.62","94,582.47",18.06,11.88,2.95,1.27,19.05,12.35,3.04,1.31,3.15,2.22,0.59,0.27,21.07,26.41,33.17,34.08,-,-,-,-,5.74,5.36,5.03,4.77,0.04,0.03,0.03,0.03,0.04,0.04,0.03,0.03
341,เจริญเมือง,แพร่,ห้างทองโชคไพศาล,"14,652,900.00","16,581,838.38","25,909,038.78","19,767,861.13","16,195,065.93","31,500,655.86","32,923,819.40","43,540,917.03","23,766,044.29","148,126.81","206,143.77","226,522.41","227,991.35",0.95,0.97,0.99,1.27,1.01,1.38,1.5,1.49,0.47,0.63,0.52,0.96,9.18,2.36,4.31,21.35,-,-,-,-,2.02,1.55,1.91,1.32,0.11,0.42,0.23,0.05,0.12,0.73,0.3,0.05
