No.,Districts,Provinces,Company Name,Authorized Capital,Asset 61,Asset 62,Asset 63,Asset 64,Rev 61,Rev 62,Rev 63,Rev 64,Profit 61,Profit 62,Profit 63,Profit 64,ROA 61,ROA 62,ROA 63,ROA 64,ROE 61,ROE 62,ROE 63,ROE 64,NP 61,NP 62,NP 63,NP 64,Current 61,Current 62,Current 63,Current 64,Quick 61,Quick 62,Quick 63,Quick 64,A_Tirnover61,A_Tirnover62,A_Tirnover63,A_Tirnover64,DA 61,DA 62,DA 63,DA 64,DE 61,DE 62,DE 63,DE 64
53,เจริญกรุง,กทม.,"FERRARI LOGISTIC ASIA (THAILAND) CO.,LTD","4,000,000.00","49,115,034.56","64,526,211.00","61,517,470.30","112,098,149.03","86,936,660.47","107,470,139.88","83,226,297.60","163,513,022.87","398,601.80","1,725,385.42","29,578.51","22,070,900.22",0.84,3.04,0.05,25.42,1.09,4.6,0.08,44.61,0.46,1.61,0.04,13.5,2.67,1.74,1.86,1.83,3.91,3.48,2.42,3.06,1.83,1.89,1.32,1.88,0.25,0.4,0.38,0.46,0.34,0.68,0.6,0.85
54,เจริญกรุง,กทม.,"FLAWLESS GEMS & THAI SILK LTD.,PART","800,000.00","743,264.99","881,168.29","768,387.45","497,218.02","962,506.55","1,090,528.04","177,652.34","18,000.00","-45,227.28","99,985.71","-109,495.56","-235,931.38",-5.92,12.31,-13.28,-37.28,-5.98,12.77,-14.07,-38.95,-4.7,9.17,-61.63,"-1,310.73",73.62,18.35,17.18,52.39,-,-,-,-,1.26,1.34,0.22,0.03,0.01,0.05,0.06,0.02,0.01,0.06,0.06,0.02
55,เจริญกรุง,กทม.,"G.D. GEMS CO.,LTD","20,000,000.00","146,685,792.87","113,459,252.70","99,906,828.54","101,148,906.99","63,140,222.60","70,143,044.62","30,859,971.16","56,849,361.99","473,646.96","1,810,420.57","547,417.22","1,147,766.97",0.38,1.39,0.51,1.14,0.49,1.84,0.55,1.14,0.75,2.58,1.77,2.02,558.02,265.88,447.06,318.46,3.27,3.14,2.15,3.17,0.51,0.54,0.29,0.57,0.34,0.13,-,-,0.51,0.14,-,-
56,เจริญกรุง,กทม.,"GANDHI ENTERPRISES CO.,LTD","16,000,000.00","141,715,146.96","148,694,477.33","122,825,784.12","160,545,736.38","86,931,591.32","76,090,770.62","40,637,485.59","95,481,601.16","2,129,545.22","1,941,146.37","265,616.29","1,746,987.31",1.67,1.34,0.2,1.23,7.07,6.05,0.8,5.11,2.45,2.55,0.65,1.83,1.42,1.35,1.52,1.35,1.53,1.26,0.86,1.78,0.68,0.52,0.3,0.67,0.78,0.78,0.73,0.78,3.55,3.5,2.68,3.58
57,เจริญกรุง,กทม.,"GARAUDE CO.,LTD","4,000,000.00","10,227,169.59","9,134,569.60","7,325,645.37","9,371,215.12","16,324,514.10","29,585,106.93","7,520,640.37","8,805,269.37","962,552.72","-936,455.39","1,788,906.55","2,404,532.77",11.67,-9.67,21.74,28.8,20.23,-19.63,34.42,32.96,5.9,-3.17,23.79,27.31,7.87,7.97,5.74,10.32,4.88,5.2,2.28,-,1.98,3.06,0.91,1.05,0.49,0.53,0.17,0.09,0.95,1.12,0.2,0.1
58,เจริญกรุง,กทม.,"Garrard Jeweller LTD.,PART","1,500,000.00","22,545,459.45","21,009,069.28","19,131,749.34","17,630,499.44","3,844,234.37","4,438,581.76","3,146,403.07","2,349,344.40","-2,212,003.95","-2,087,169.38","-1,951,438.88","-2,525,072.20",-9.38,-9.58,-9.72,-13.74,55.96,34.2,24.03,24.37,-57.54,-47.02,-62.02,-107.48,0.78,0.71,0.65,0.58,8.2,19.31,19.73,25.23,0.16,0.2,0.16,0.13,1.22,1.34,1.48,1.66,-5.46,-3.94,-3.1,-2.52
59,เจริญกรุง,กทม.,"GEESONS DIMONDS.,LTD","30,000,000.00","178,833,666.42","143,530,817.77","152,070,932.80","122,525,552.72","46,650,112.85","80,937,059.19","36,998,611.84","33,672,909.16","920,660.68","949,079.57","791,355.00","697,495.35",0.53,0.59,0.54,0.51,1.5,1.52,1.25,1.09,1.97,1.17,2.14,2.07,1.52,1.77,1.72,2.1,4.09,6.98,2.11,2.38,0.27,0.5,0.25,0.25,0.65,0.56,0.58,0.48,1.9,1.29,1.39,0.91
60,เจริญกรุง,กทม.,"GEM MATRIX CO.,LTD","14,000,000.00","74,654,621.82","67,327,901.06","90,299,927.94","77,222,503.60","106,424,521.48","118,906,582.72","100,185,397.24","136,023,467.91","712,831.54","578,113.51","362,573.20","628,077.87",1.01,0.81,0.46,0.75,3.26,2.46,1.51,2.57,0.67,0.49,0.36,0.46,1.69,1.7,1.36,1.48,8.27,11.14,4.68,4.03,1.51,1.67,1.27,1.62,0.69,0.65,0.73,0.68,2.22,1.83,2.74,2.12
61,เจริญกรุง,กทม.,GEMS FINE,"13,000,000.00","14,904,373.21","14,606,869.41","11,976,776.23","13,086,964.55","19,535,121.73","21,601,045.91","6,419,443.18","20,005,581.35","166,343.37","298,851.38","-3,552,027.65","226,545.79",1.09,2.03,-26.72,1.81,1.26,2.23,-30.12,2.24,0.85,1.38,-55.33,1.13,8.53,13.65,6,5.04,1.88,2.09,0.88,2.43,1.27,1.46,0.48,1.6,0.11,0.07,0.16,0.22,0.12,0.08,0.2,0.28
62,เจริญกรุง,กทม.,GOLDEN STORE,"1,000,000.00","40,847,326.59","30,224,407.84","18,226,647.06","9,016,323.22","36,251,077.40","35,497,352.63","36,762,638.65","17,643,228.51","-2,078,731.28","-2,406,044.80","-2,016,803.02","-7,836,838.11",-5.4,-6.77,-8.33,-57.53,-14.53,-19.94,-20.46,-158.97,-5.73,-6.78,-5.49,-44.42,1.4,1.43,1.71,0.87,5.56,7.07,8.57,11.46,0.94,1,1.52,1.3,0.68,0.64,0.51,0.89,2.08,1.78,1.06,7.92
63,เจริญกรุง,กทม.,Grand Jubilance,"500,000.00","302,738.28","407,466.61","385,555.85","373,168.72","102,690.72","87,130.93","30,234.02","42,669.54","-2,963.29","4,851.84","-21,437.07","-12,951.93",-0.96,1.37,-5.41,-3.41,0.73,-1.2,5.21,3.02,-2.89,5.57,-70.9,-30.35,0.4,0.48,0.46,0.44,-,-,-,-,0.33,0.25,0.08,0.11,2.34,1.98,2.1,2.17,-1.75,-2.02,-1.91,-1.86
64,เจริญกรุง,กทม.,"Grand Millennium star.Co.,Ltd","1,000,000.00","5,265,058.40","4,905,768.78","3,979,003.13","3,824,805.70","8,266,838.41","4,769,434.26","1,138,787.79","453,437.60","102,428.18","964,538.56","-374,021.39","-237,336.90",2.17,18.97,-8.42,-6.08,33.56,115.01,-32.98,-28.66,1.24,20.22,-32.84,-52.34,1.07,1.36,1.31,1.23,6.81,5.8,3.96,17.2,1.76,0.94,0.26,0.12,0.93,0.73,0.76,0.81,13.77,2.71,3.2,4.39
65,เจริญกรุง,กทม.,H.B.P.,"4,000,000.00","6,476,954.05","6,467,674.81","6,341,699.33","6,768,085.41","9,054,363.81","8,334,644.14","6,083,918.95","4,886,365.43","335,853.57","-52,580.51","-133,609.78","-169,268.67",8.05,-0.81,-2.09,-2.58,16.58,-1.77,-4.65,-6.22,3.71,-0.63,-2.2,-3.46,4.31,3.84,3.82,3.75,-,-,-,5.57,2.17,1.29,0.95,0.75,0.54,0.55,0.56,0.61,1.16,1.2,1.26,1.57
66,เจริญกรุง,กทม.,HAKIMY JEWELRY & GEMS COMPANY LIMITED,"6,000,000.00","4,510,317.55","4,608,837.18","10,095,506.46","3,655,086.00","2,390,821.33","6,893,677.70","6,105,529.41","127,839.09","20,368.80","115,806.53","91,472.13","-980,719.90",0.53,2.54,1.24,-14.26,0.6,2.6,2,-23.8,0.85,1.68,1.5,-767.15,42.59,49.75,120.45,134.98,0.91,2.36,0.99,0.03,0.63,1.51,0.83,0.02,0.02,0.02,0.54,0.01,0.02,0.02,1.19,0.01
67,เจริญกรุง,กทม.,Hong Bao,"10,000,000.00","23,263,107.81","49,165,821.40","47,394,500.79","42,440,864.29","63,292,794.90","55,438,231.24","64,435,707.39","53,307,856.55","1,051,810.53","691,891.82","-3,180,284.94","-7,927,677.11",4.25,1.91,-6.59,-17.65,16.94,7.22,-30.76,-165.7,1.66,1.25,-4.94,-14.87,1.51,3.19,3.5,3.12,21.87,4.95,4.89,6.3,2.56,1.53,1.33,1.19,0.69,0.76,0.82,0.98,2.21,3.12,4.42,50.72
68,เจริญกรุง,กทม.,"HONG FACTORY CO,LTD","60,000,000.00","539,004,611.49","494,668,000.96","475,281,195.74","500,608,096.18","129,858,460.08","94,729,776.61","68,767,765.39","386,415,035.48","-4,834,222.92","-83,312,791.25","-97,208,040.54","287,706,771.50",-0.88,-16.12,-20.04,58.96,-7.6,-427.36,137.37,"1,175.10",-3.72,-87.95,-141.36,74.46,0.58,0.28,0.1,0.32,8.05,37.71,24.1,135.41,0.24,0.18,0.14,0.79,0.89,1.04,1.25,0.66,7.81,-23.32,-4.98,1.97
69,เจริญกรุง,กทม.,HUMMING BIRD,"1,000,000.00","8,933,577.03","9,266,064.32","7,519,389.60","11,050,076.71","14,455,623.63","12,316,528.75","8,920,196.66","8,634,140.72","710,025.19","31,123.41","56,404.65","1,326,252.59",8.17,0.34,0.67,14.28,15.96,0.64,1.16,23.9,4.91,0.25,0.63,15.36,1.89,1.86,2.53,2.11,5.89,4.26,2.48,4.06,1.66,1.35,1.06,0.93,0.46,0.48,0.35,0.44,0.85,0.92,0.54,0.78
70,เจริญกรุง,กทม.,I.O.Jewelry,"2,000,000.00","794,550.84","1,114,570.23","298,322.42","1,496,201.72","2,552,751.05","2,510,686.49","3,368,451.76","2,019,587.98","-496,292.17","-56,099.54","513,407.42","74,945.78",-48.04,-5.88,72.67,8.35,2.18,0.24,-2.25,-0.33,-19.44,-2.23,15.24,3.71,16.8,4.06,0.45,1.33,23.52,23.73,34.98,19.9,2.47,2.63,4.77,2.25,30.03,21.74,76.78,16.06,-1.03,-1.05,-1.01,-1.07
71,เจริญกรุง,กทม.,"IMP-EXP International CO.,LTD","4,000,000.00","5,902,302.74","5,841,574.86","5,169,941.19","4,849,840.33","7,926,400.94","7,246,105.31","5,341,209.02","2,889,093.88","-9,631.52","-319,212.70","-731,087.33","-729,134.83",-0.16,-5.44,-13.28,-14.55,-0.19,-6.5,-16.66,-19.93,-0.12,-4.41,-13.69,-25.24,6.72,5.34,4.47,3.07,7.89,10.85,11.89,7.33,1.32,1.23,0.97,0.58,0.14,0.19,0.22,0.32,0.16,0.23,0.28,0.47
72,เจริญกรุง,กทม.,INDO DIAMOND,"11,000,000.00","30,001,078.50","23,975,599.30","25,007,294.89","30,072,847.37","23,933,866.43","18,193,925.29","12,523,391.07","24,410,539.08","539,128.92","-498,590.87","80,386.19","383,225.45",1.8,-1.85,0.33,1.39,2.9,-2.68,0.44,2.06,2.25,-2.74,0.64,1.57,2.68,4.25,3.79,2.66,1.47,1.16,0.77,1.2,0.8,0.67,0.51,0.89,0.37,0.23,0.26,0.37,0.59,0.31,0.36,0.6
73,เจริญกรุง,กทม.,INGON GALLERY,"1,000,000.00","3,712,773.19","3,761,200.00","2,974,443.04","2,265,914.09","1,687,050.00","1,777,500.00","173,050.00","371,700.00","-96,969.81","48,426.81","-784,849.39","-756,671.32",-2.58,1.3,-23.3,-28.88,-2.59,1.3,-23.43,-29.35,-5.75,2.72,-453.54,-203.57,189.33,191.8,168.02,34.41,-,22.57,2.2,8.62,0.45,0.48,0.05,0.14,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.03
74,เจริญกรุง,กทม.,ISSP CAT tower,"375,000,000.00","383,757,135.00","402,688,401.00","379,643,444.00","250,743,938.00","162,277,946.00","185,321,465.00","148,269,784.00","127,311,519.00","5,831,779.00","10,979,694.00","-25,479,853.00","-75,377,592.00",1.58,2.79,-6.51,-23.91,2.73,4.94,-11.86,-45.84,3.59,5.92,-17.18,-59.21,0.49,0.57,0.53,1.03,2.61,2.52,1.95,1.7,0.44,0.47,0.38,0.4,0.44,0.43,0.47,0.49,0.77,0.77,0.88,0.98
75,เจริญกรุง,กทม.,janet Jewellery,"1,500,000.00","1,476,201.92","1,249,452.17","666,963.46","128,036.36","2,659,415.23","1,712,121.64","69,346.60",78.91,"-274,472.06","-220,332.11","-578,803.80","-534,286.10",-16.75,-16.17,-60.4,-134.41,-17.32,-16.48,-61.72,-140.14,-10.32,-12.87,-834.65,"-677,082.88",46.78,51.57,33.07,8.05,210.5,118.73,11.29,0.06,1.62,1.26,0.07,-,0.02,0.02,0.03,0.11,0.02,0.02,0.03,0.12
76,เจริญกรุง,กทม.,"K.G.K. DIAMONDS CO.,LTD","101,000,000.00","1,772,948,325.57","1,665,781,319.04","1,757,989,551.09","1,785,208,388.23","1,643,116,511.96","1,234,248,827.41","1,281,651,393.05","1,266,388,428.51","20,796,231.73","17,971,707.21","18,887,297.94","15,718,782.12",1.2,1.05,1.1,0.89,9.99,7.9,7.09,5.16,1.27,1.46,1.47,1.24,1.34,1.39,1.39,1.4,1.35,1.06,1.29,1.38,0.95,0.72,0.75,0.71,0.88,0.86,0.83,0.83,7.11,6.04,4.93,4.72
77,เจริญกรุง,กทม.,K.S.T. DISPENSARY,"1,000,000.00","15,232,305.73","13,764,596.52","14,510,089.88","12,229,594.21","4,328,189.43","3,056,649.50","4,159,286.96","8,008,290.93","125,875.67","-147,705.52","203,667.46","910,889.12",0.82,-1.02,1.44,6.81,2.55,-2.99,4.11,16.51,2.91,-4.83,4.9,11.37,42.83,72.4,39.16,16.98,6.51,6.31,12.88,17.01,0.28,0.21,0.29,0.6,0.67,0.65,0.65,0.51,2.04,1.83,1.87,1.05
78,เจริญกรุง,กทม.,Kinnaree/บ.พารีณ์ จิวเวลรี่.จำกัด,"1,000,000.00","7,901,485.13","8,273,713.35","10,564,365.68","17,230,537.19","33,295,817.27","58,001,393.30","45,306,654.11","50,583,045.05","567,153.08","1,083,170.03","1,057,721.28","1,889,072.00",13.19,13.39,11.23,13.59,78.56,64.78,36.89,43.52,1.7,1.87,2.33,3.73,1.12,1.37,1.45,1.43,20.69,14.06,7.39,5.49,7.74,7.17,4.81,3.64,0.87,0.72,0.68,0.69,6.86,2.54,2.11,2.26
79,เจริญกรุง,กทม.,KOTARI IMPEX,"32,000,000.00","194,655,952.33","171,056,595.29","139,929,900.86","124,628,298.96","79,531,940.71","74,486,016.86","99,525,334.52","103,762,572.38","1,855,234.52","1,712,898.77","1,815,244.86","2,172,355.84",0.86,0.94,1.17,1.64,3.39,3.03,3.11,3.6,2.33,2.3,1.82,2.09,1.37,1.48,1.71,1.88,1.23,1.45,1.88,1.97,0.37,0.41,0.64,0.78,0.71,0.66,0.58,0.51,2.5,1.98,1.36,1.03
80,เจริญกรุง,กทม.,KRISH CREATIONS,"21,000,000.00","10,277,234.77","10,463,065.69","33,105,031.03","35,917,498.22","30,503,515.36","50,159,987.62","43,796,286.29","42,725,841.26","70,891.36","215,004.48","108,843.12","462,906.82",0.63,2.07,0.5,1.34,-1.31,-12.03,5.81,6.46,0.23,0.43,0.25,1.08,1.45,1.43,0.99,1.51,32.36,27.68,5.62,4.34,2.7,4.84,2.01,1.24,1.52,0.83,0.94,0.66,-2.91,4.75,16.16,1.9
81,เจริญกรุง,กทม.,KRISH STAR,"8,000,000.00","127,861,054.61","47,743,396.73","98,943,070.63","58,893,154.05","211,431,504.45","79,276,141.30","129,248,896.25","51,395,207.55","3,816,081.84","998,455.42","2,429,124.09","116,844.95",3.38,1.14,3.31,0.15,11.81,2.88,6.67,0.31,1.8,1.26,1.88,0.23,1.36,3.78,1.62,2.78,2.55,1.36,6.76,2.63,1.87,0.9,1.76,0.65,0.73,0.26,0.62,0.36,2.74,0.36,1.63,0.56
82,เจริญกรุง,กทม.,"LEADERTRADE PRODUCTS & LEADERPLAS CO.,LTD","8,300,000.00","20,893,791.91","8,439,302.89","4,949,383.89","3,857,018.36","39,474,872.04","34,978,225.53","9,683,591.88","9,833,856.04","-6,248,585.97","-4,744,942.24","-3,130,360.98","-3,238,660.25",-27.63,-32.35,-46.76,-73.55,371.38,66.09,29.94,26.08,-15.83,-13.57,-32.33,-32.93,0.47,0.47,0.27,0.19,22.78,11.57,3.79,24.61,1.75,2.38,1.45,2.23,1.23,2.13,3.29,4.5,-5.35,-1.88,-1.44,-1.29
83,เจริญกรุง,กทม.,LIBRA GEMS & TRADING,"4,000,000.00","1,595,520.67","1,057,676.21","1,750,870.80","17,334,613.35","2,169,937.71","1,391,137.29","2,303,488.16","26,872,244.25","-958,642.22","-1,296,960.25","-795,854.81","331,587.32",-54.11,-97.77,-56.67,3.47,44.59,39.57,18.41,-7.28,-44.18,-93.23,-34.55,1.23,0.38,0.21,0.27,0.8,-,3.01,9.96,-,1.22,1.05,1.64,2.82,2.65,4.71,3.7,1.25,-1.61,-1.27,-1.37,-4.95
84,เจริญกรุง,กทม.,Lin Jewelers,"600,000.00","4,360,945.36","3,566,830.72","3,020,542.62","2,202,128.99","2,120,179.42","2,081,907.03","1,663,194.46","720,635.79","-397,199.40","-428,419.83","-457,129.86","-554,439.98",-6.68,-10.81,-13.88,-21.23,-15.6,-20.09,-27.05,-46.83,-18.73,-20.58,-27.49,-76.94,2.05,2.04,1.83,1.59,-,-,-,-,0.36,0.53,0.5,0.28,0.46,0.46,0.52,0.59,0.86,0.86,1.07,1.43
85,เจริญกรุง,กทม.,"LK&SON CO.,LTD","2,000,000.00","3,685,994.92","3,097,693.95","2,619,785.41","2,473,191.90","2,773,444.80","2,999,516.14","2,132,362.57","1,229,946.55","-9,321.04","157,474.03","36,885.66","-66,021.21",-0.31,4.64,1.29,-2.59,-0.41,6.76,1.52,-2.74,-0.34,5.25,1.73,-5.37,2.56,4.48,14.91,26.02,1.7,1.44,1.52,1.42,0.92,0.88,0.75,0.48,0.39,0.22,0.07,0.04,0.64,0.29,0.07,0.04
86,เจริญกรุง,กทม.,"Majestic Art Ltd., Part.","200,000.00","3,337,688.81","2,973,785.16","2,895,061.04","1,956,513.09","8,933,217.35","6,930,094.46","3,325,060.54","1,393,347.62","527,308.69","457,122.34","27,701.53","-218,419.50",16.91,14.49,0.94,-9,17.34,14.83,0.96,-9.18,5.9,6.6,0.83,-15.68,96.82,25.87,458.77,22.3,13.74,11.06,5.74,3.99,2.86,2.2,1.13,0.57,0.01,0.04,-,0.04,0.01,0.04,-,0.05
87,เจริญกรุง,กทม.,MAMSA,"1,000,000.00","858,388.00","841,074.00","833,373.00","1,240,578.00",-,-,-,"691,653.00","-8,230.00","-17,314.00","-9,841.00","399,031.00",-0.95,-2.04,-1.18,38.48,-0.96,-2.05,-1.19,38.94,-,-,-,57.69,143.06,140.18,102.38,76.04,-,-,-,-,-,-,-,0.67,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
88,เจริญกรุง,กทม.,"Masterpiece group, pacnet","21,000,000.00","24,667,791.80","23,652,511.14","34,485,948.15","44,027,348.59","74,435,925.53","65,302,905.63","77,982,343.70","72,476,936.13","1,161,444.83","-6,150,539.25","13,934,894.07","7,934,046.60",4.74,-25.46,47.94,20.21,6.99,-43.58,77.4,27.42,1.56,-9.42,17.87,10.95,3.94,2.16,5.66,6.36,6.91,6.95,10.75,7.6,3.04,2.7,2.68,1.85,0.3,0.53,0.28,0.25,0.44,1.14,0.38,0.34
89,เจริญกรุง,กทม.,"MAX&MUK SILVER CO.,LTD","5,000,000.00","5,327,073.17","5,359,966.97","5,232,855.67","5,142,676.12","744,460.00","984,470.00","483,307.00","785,174.95","20,870.00","31,673.00","-124,472.00","-92,240.05",0.39,0.59,-2.35,-1.78,0.39,0.59,-2.36,-1.78,2.8,3.22,-25.75,-11.75,38.73,42.17,57.6,56.9,2.13,2.21,0.89,1.24,0.14,0.18,0.09,0.15,-,-,-,-,-,-,-,-
90,เจริญกรุง,กทม.,"MEENA GOLD AND SILVER CO.,LTD","4,000,000.00","4,018,165.75","4,495,722.55","4,887,466.17","5,029,600.26","39,377.80","4,794,741.62","3,756,420.09","1,869,188.11","25,677.80","441,280.15","398,397.54","167,741.82",0.85,10.37,8.49,3.38,0.86,10.44,8.58,3.4,65.21,9.2,10.61,8.97,309.09,91.23,114.67,295.6,-,3.96,2.67,0.77,0.01,1.13,0.8,0.38,-,0.01,0.01,-,-,0.01,0.01,-
91,เจริญกรุง,กทม.,"Meng Heng .Co.,Ltd.","2,000,000.00","2,440,257.32","2,589,897.62","2,553,126.67","2,267,019.72","330,858.53","435,800.00","190,800.00","480,812.93","75,472.96","149,497.80","-39,838.45","-286,262.95",3.14,5.94,-1.55,-11.88,3.32,6.26,-1.63,-12.56,22.81,34.3,-20.88,-59.54,1.85,3.02,2.67,0.49,-,13.79,8.05,30.43,0.14,0.17,0.07,0.2,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06
92,เจริญกรุง,กทม.,Metrabyte Datacenter CAT tower,"10,000,000.00",-,"13,571,908.04","18,104,191.93","20,150,298.03","11,634,386.69","13,752,136.60","16,632,544.98","16,263,633.97","894,176.90","1,476,390.27","1,818,456.27","2,112,882.75",19.12,10.88,11.48,11.05,11.08,15.96,16.68,16.42,7.69,10.74,10.93,12.99,-,3.3,2.56,3,8.13,1.24,1.24,0.96,2.49,1.01,1.05,0.85,-,0.26,0.35,0.31,-,0.36,0.53,0.45
93,เจริญกรุง,กทม.,MICE SOLUTION,"1,000,000.00","16,140,883.65","14,741,676.42","14,762,469.40","15,216,298.61","14,175,307.64","5,863,697.69","812,386.00","81,540.98","1,899,871.38","-998,253.11","47,271.21","-122,086.68",12.04,-6.46,0.32,-0.81,12.9,-6.58,0.32,-0.83,13.4,-17.02,5.82,-149.72,34.32,238.9,425.84,24.55,15.85,6.78,0.89,0.08,0.9,0.38,0.06,0.01,0.03,-,-,0.04,0.03,-,-,0.04
94,เจริญกรุง,กทม.,NANOSITAL,"4,000,000.00","7,688,093.34","11,615,306.14","8,277,326.07","5,845,924.27","22,333,566.53","35,317,592.31","9,009,093.24","9,846,883.70","-4,032,673.21","5,150,804.16","-2,768,874.61","-509,719.30",-34.49,53.37,-27.84,-7.22,-385.52,320.9,-99.03,-44.06,-18.06,14.58,-30.73,-5.18,0.8,1.48,1.14,1.12,7.47,14.21,4.12,9.01,1.91,3.66,0.91,1.39,1.13,0.64,0.83,0.85,-8.92,1.78,4.86,5.48
95,เจริญกรุง,กทม.,NEW SUREN R.O.P.,"10,000,000.00","52,505,127.52","80,478,341.05","79,816,405.92","85,551,517.21","44,065,150.37","46,538,352.03","40,475,686.68","61,450,298.20","3,927,896.86","4,599,932.38","2,141,758.50","-3,142,681.85",8.44,6.92,2.67,-3.8,26.74,24.27,9.59,-14.4,8.91,9.88,5.29,-5.11,1.71,1.65,1.65,1.28,3.83,3.95,4.06,7.92,0.95,0.7,0.5,0.74,0.68,0.74,0.71,0.76,2.15,2.79,2.41,3.22
96,เจริญกรุง,กทม.,NIKITA GEMS,"6,000,000.00","8,007,793.05","6,922,258.66","6,770,240.12","6,910,077.89","2,039,861.65","1,118,683.77","294,003.69","411,340.00","-113,530.88","45,657.47","-88,885.31","-98,797.83",-1.22,0.61,-1.3,-1.44,6.02,-2.38,4.58,4.86,-5.57,4.08,-30.23,-24.02,0.8,0.78,0.77,0.77,0.33,0.21,0.06,0.08,0.22,0.15,0.04,0.06,1.24,1.27,1.29,1.3,-5.12,-4.65,-4.41,-4.32
97,เจริญกรุง,กทม.,NIPA.Cloud Data Center,"21,000,000.00","37,210,462.17","42,550,348.11","79,984,983.06","104,162,389.00","79,658,620.68","120,211,761.23","175,022,158.04","180,989,826.21","-3,333,568.70","1,431,143.15","23,454,300.99","5,086,767.65",-9.35,3.59,38.28,5.52,-20.6,9.4,84.75,13.76,-4.18,1.19,13.4,2.81,0.48,0.5,1.46,0.75,21.74,29.23,18.46,16.89,2.23,3.01,2.86,1.97,0.61,0.63,0.51,0.67,1.56,1.67,1.03,2.02
98,เจริญกรุง,กทม.,Nobi Cha,"5,000,000.00","5,135,723.79","16,900,980.66","94,591,059.79","123,888,133.60","18,383,199.97","276,288,414.93","278,345,071.69","217,692,911.56","113,014.44","-555,529.70","63,274,635.93","38,331,913.83",2.2,-5.04,113.51,35.09,2.21,-11.49,174.82,44.2,0.61,-0.2,22.73,17.61,147.08,2.41,1.19,2.2,290.89,"3,724.35","1,527.80",260.88,3.58,25.08,4.99,1.99,-,0.73,0.28,0.15,-,2.71,0.39,0.17
99,เจริญกรุง,กทม.,Nus & Now Silver,"1,000,000.00","1,109,137.00","1,108,048.00","1,101,459.00","1,086,625.00",-,-,-,-,"-6,589.00","-6,589.00","-9,589.00","-9,574.15",-0.59,-0.59,-0.87,-0.88,-0.6,-0.6,-0.88,-0.89,-,-,-,-,1.19,0.61,0.09,0.15,-,-,-,-,-,-,-,-,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
100,เจริญกรุง,กทม.,"O and A Jewely CO.,LTD","1,000,000.00","6,187,828.61","5,105,454.06","4,380,303.22","3,822,219.48","1,410,964.03","1,398,406.56","1,092,374.01","1,198,089.12","277,511.42","123,021.60","134,225.31","171,431.49",4.17,2.18,2.83,4.18,21.6,8.28,8.32,9.7,19.67,8.8,12.29,14.31,1.29,1.43,1.62,1.94,-,-,-,-,0.21,0.25,0.23,0.29,0.77,0.7,0.62,0.52,3.35,2.3,1.61,1.06
101,เจริญกรุง,กทม.,OP Garden,"100,000.00","37,880.00","21,671.00","42,235.67","128,918,429.49",-,-,-,-,"-152,876.00","-16,230.00","-19,430.83","-1,105,065.85",-237.85,-54.51,-60.81,-1.71,"-3,620.94",20.2,19.79,167.33,-,-,-,-,0.34,0.2,0.28,-,-,-,-,-,-,-,-,-,2.91,5.08,3.55,1.01,-1.52,-1.24,-1.39,-107.29
102,เจริญกรุง,กทม.,oriental heritage residence,"20,000,000.00","66,013,260.54","66,608,882.05","57,815,503.64","56,129,670.12","42,743,323.76","49,261,971.94","38,122,598.53","37,161,743.99","3,584,777.98","-4,502,359.10","-5,449,579.78","-2,105,653.18",5.43,-6.79,-8.76,-3.7,10.63,-14.3,-20.56,-9.26,8.39,-9.14,-14.29,-5.67,1.28,0.6,0.49,0.6,32.62,33.99,24.81,23.86,0.65,0.74,0.61,0.65,0.49,0.56,0.59,0.61,0.96,1.28,1.43,1.59
103,เจริญกรุง,กทม.,OTARO CAT tower,"8,000,000.00","9,678,076.44","11,256,371.99","11,985,641.95","13,551,244.21","19,857,137.15","15,785,710.62","13,078,747.88","14,785,440.25","760,859.02","1,485,995.28","693,648.95","1,599,716.29",7.82,14.2,5.97,12.53,8.24,14.34,6.06,12.7,3.83,9.41,5.3,10.82,68.46,22.78,7.8,8.97,42.26,61.76,56.31,45.6,2.04,1.51,1.13,1.16,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01
104,เจริญกรุง,กทม.,P.B.T Wrold Handware จำกัด,"10,000,000.00","46,002,003.27","31,763,569.62","30,105,815.91","29,437,564.83","50,668,702.25","41,864,032.00","25,130,294.49","33,269,148.04","1,227,847.18","840,616.22","290,312.61","407,556.77",2.82,2.16,0.94,1.37,8,5.13,1.71,2.36,2.42,2.01,1.16,1.22,1.5,2.07,2.28,2.44,5.35,3.59,2.21,2.92,1.16,1.08,0.81,1.12,0.65,0.47,0.43,0.41,1.88,0.89,0.76,0.68
