Image ID,RGB,Hue,SortColor,geometry,centroid,latitude,longitude,ZipCode,LandUse,OwnerType,YearBuilt,YearBin,SVI_ID,SortYear
409,"(115, 122, 111)",69,163,"POLYGON ((-73.95055342532213 40.822194713727676, -73.95055342532213 40.82291388705217, -73.95127259864661 40.82291388705217, -73.95127259864661 40.822194713727676, -73.95055342532213 40.822194713727676))",POINT (-73.95091301198437 40.82255430038992),40.82255430038992,-73.95091301198437,10031,2.0,,1910,1,409,155
273,"(147, 154, 164)",152,481,"POLYGON ((-73.95486846526903 40.82291388705217, -73.95486846526903 40.82363306037666, -73.95558763859351 40.82363306037666, -73.95558763859351 40.82291388705217, -73.95486846526903 40.82291388705217))",POINT (-73.95522805193129 40.823273473714416),40.823273473714416,-73.95522805193129,10031,3.0,,1910,1,273,156
277,"(121, 131, 139)",146,331,"POLYGON ((-73.95414929194455 40.81140711386031, -73.95414929194455 40.8121262871848, -73.95486846526903 40.8121262871848, -73.95486846526903 40.81140711386031, -73.95414929194455 40.81140711386031))",POINT (-73.95450887860677 40.81176670052255),40.81176670052255,-73.95450887860677,10027,4.0,,1910,1,277,157
216,"(123, 128, 119)",66,174,"POLYGON ((-73.956306811918 40.80924959388684, -73.956306811918 40.80996876721133, -73.95702598524248 40.80996876721133, -73.95702598524248 40.80924959388684, -73.956306811918 40.80924959388684))",POINT (-73.95666639858024 40.80960918054909),40.80960918054909,-73.95666639858024,10027,3.0,,1910,1,216,158
196,"(118, 125, 131)",147,264,"POLYGON ((-73.95702598524248 40.80924959388684, -73.95702598524248 40.80996876721133, -73.95774515856696 40.80996876721133, -73.95774515856696 40.80924959388684, -73.95702598524248 40.80924959388684))",POINT (-73.95738557190472 40.80960918054909),40.80960918054909,-73.95738557190472,10027,3.0,,1910,1,196,159
274,"(126, 129, 130)",138,226,"POLYGON ((-73.95486846526903 40.82363306037666, -73.95486846526903 40.82435223370115, -73.95558763859351 40.82435223370115, -73.95558763859351 40.82363306037666, -73.95486846526903 40.82363306037666))",POINT (-73.95522805193129 40.82399264703891),40.82399264703891,-73.95522805193129,10031,8.0,X,1910,1,274,160
25,"(109, 113, 104)",61,93,"POLYGON ((-73.96421771848732 40.80924959388684, -73.96421771848732 40.80996876721133, -73.9649368918118 40.80996876721133, -73.9649368918118 40.80924959388684, -73.96421771848732 40.80924959388684))",POINT (-73.96457730514956 40.80960918054909),40.80960918054909,-73.96457730514956,10027,3.0,X,1910,1,25,161
495,"(107, 94, 92)",5,50,"POLYGON ((-73.94767673202419 40.82507140702564, -73.94767673202419 40.82579058035013, -73.94839590534868 40.82579058035013, -73.94839590534868 40.82507140702564, -73.94767673202419 40.82507140702564))",POINT (-73.94803631868643 40.82543099368788),40.82543099368788,-73.94803631868643,10031,2.0,,1910,1,495,162
331,"(137, 138, 136)",63,357,"POLYGON ((-73.95271094529558 40.81859884710522, -73.95271094529558 40.81931802042971, -73.95343011862006 40.81931802042971, -73.95343011862006 40.81859884710522, -73.95271094529558 40.81859884710522))",POINT (-73.95307053195782 40.818958433767456),40.818958433767456,-73.95307053195782,10031,2.0,,1910,1,331,163
39,"(122, 124, 120)",63,171,"POLYGON ((-73.96277937183835 40.804934553939894, -73.96277937183835 40.805653727264385, -73.96349854516284 40.805653727264385, -73.96349854516284 40.804934553939894, -73.96277937183835 40.804934553939894))",POINT (-73.9631389585006 40.80529414060214),40.80529414060214,-73.9631389585006,10025,3.0,,1910,1,39,164
27,"(89, 91, 77)",48,11,"POLYGON ((-73.96349854516284 40.8042153806154, -73.96349854516284 40.804934553939894, -73.96421771848732 40.804934553939894, -73.96421771848732 40.8042153806154, -73.96349854516284 40.8042153806154))",POINT (-73.96385813182508 40.804574967277645),40.804574967277645,-73.96385813182508,10025,3.0,,1910,1,27,165
133,"(96, 98, 90)",53,32,"POLYGON ((-73.95918350521593 40.81068794053582, -73.95918350521593 40.81140711386031, -73.95990267854042 40.81140711386031, -73.95990267854042 40.81068794053582, -73.95918350521593 40.81068794053582))",POINT (-73.95954309187817 40.81104752719807),40.81104752719807,-73.95954309187817,10027,3.0,X,1910,1,133,166
197,"(118, 121, 113)",58,160,"POLYGON ((-73.95702598524248 40.80996876721133, -73.95702598524248 40.81068794053582, -73.95774515856696 40.81068794053582, -73.95774515856696 40.80996876721133, -73.95702598524248 40.80996876721133))",POINT (-73.95738557190472 40.81032835387357),40.81032835387357,-73.95738557190472,10027,3.0,,1910,1,197,167
381,"(94, 101, 112)",153,279,"POLYGON ((-73.95127259864661 40.81931802042971, -73.95127259864661 40.8200371937542, -73.9519917719711 40.8200371937542, -73.9519917719711 40.81931802042971, -73.95127259864661 40.81931802042971))",POINT (-73.95163218530885 40.819677607091954),40.819677607091954,-73.95163218530885,10031,4.0,,1910,1,381,168
90,"(133, 138, 138)",127,410,"POLYGON ((-73.9606218518649 40.80924959388684, -73.9606218518649 40.80996876721133, -73.96134102518938 40.80996876721133, -73.96134102518938 40.80924959388684, -73.9606218518649 40.80924959388684))",POINT (-73.96098143852716 40.80960918054909),40.80960918054909,-73.96098143852716,10027,8.0,X,1910,1,90,169
194,"(92, 100, 78)",57,574,"POLYGON ((-73.95702598524248 40.80781124723786, -73.95702598524248 40.80853042056235, -73.95774515856696 40.80853042056235, -73.95774515856696 40.80781124723786, -73.95702598524248 40.80781124723786))",POINT (-73.95738557190472 40.808170833900114),40.808170833900114,-73.95738557190472,10027,3.0,,1910,1,194,170
9,"(90, 102, 101)",123,284,"POLYGON ((-73.96565606513629 40.80781124723786, -73.96565606513629 40.80853042056235, -73.96637523846077 40.80853042056235, -73.96637523846077 40.80781124723786, -73.96565606513629 40.80781124723786))",POINT (-73.96601565179851 40.808170833900114),40.808170833900114,-73.96601565179851,10025,8.0,X,1910,1,9,171
332,"(123, 128, 134)",150,256,"POLYGON ((-73.95271094529558 40.81931802042971, -73.95271094529558 40.8200371937542, -73.95343011862006 40.8200371937542, -73.95343011862006 40.81931802042971, -73.95271094529558 40.81931802042971))",POINT (-73.95307053195782 40.819677607091954),40.819677607091954,-73.95307053195782,10031,2.0,,1910,1,332,172
3,"(117, 122, 124)",139,145,"POLYGON ((-73.96637523846077 40.806372900588876, -73.96637523846077 40.80709207391337, -73.96709441178525 40.80709207391337, -73.96709441178525 40.806372900588876, -73.96637523846077 40.806372900588876))",POINT (-73.96673482512303 40.806732487251125),40.806732487251125,-73.96673482512303,10025,2.0,,1910,1,3,173
577,"(130, 134, 136)",141,249,"POLYGON ((-73.94408086540177 40.8279481003236, -73.94408086540177 40.828667273648094, -73.94480003872626 40.828667273648094, -73.94480003872626 40.8279481003236, -73.94408086540177 40.8279481003236))",POINT (-73.94444045206401 40.828307686985845),40.828307686985845,-73.94444045206401,10031,6.0,,1910,1,577,174
294,"(114, 121, 128)",148,142,"POLYGON ((-73.95414929194455 40.82363306037666, -73.95414929194455 40.82435223370115, -73.95486846526903 40.82435223370115, -73.95486846526903 40.82363306037666, -73.95414929194455 40.82363306037666))",POINT (-73.95450887860677 40.82399264703891),40.82399264703891,-73.95450887860677,10031,8.0,X,1910,1,294,175
168,"(83, 89, 93)",144,22,"POLYGON ((-73.95846433189145 40.8200371937542, -73.95846433189145 40.820756367078694, -73.95918350521593 40.820756367078694, -73.95918350521593 40.8200371937542, -73.95846433189145 40.8200371937542))",POINT (-73.95882391855369 40.82039678041645),40.82039678041645,-73.95882391855369,10027,6.0,,1910,1,168,176
384,"(104, 96, 91)",16,48,"POLYGON ((-73.95127259864661 40.821475540403185, -73.95127259864661 40.822194713727676, -73.9519917719711 40.822194713727676, -73.9519917719711 40.821475540403185, -73.95127259864661 40.821475540403185))",POINT (-73.95163218530885 40.82183512706542),40.82183512706542,-73.95163218530885,10031,3.0,,1910,1,384,177
501,"(145, 153, 166)",153,483,"POLYGON ((-73.94767673202419 40.829386446972585, -73.94767673202419 40.830105620297076, -73.94839590534868 40.830105620297076, -73.94839590534868 40.829386446972585, -73.94767673202419 40.829386446972585))",POINT (-73.94803631868643 40.82974603363483),40.82974603363483,-73.94803631868643,10031,4.0,,1910,1,501,178
549,"(121, 129, 145)",155,500,"POLYGON ((-73.94551921205074 40.828667273648094, -73.94551921205074 40.829386446972585, -73.94623838537522 40.829386446972585, -73.94623838537522 40.828667273648094, -73.94551921205074 40.828667273648094))",POINT (-73.94587879871298 40.829026860310336),40.829026860310336,-73.94587879871298,10031,2.0,,1910,1,549,179
386,"(148, 145, 137)",30,404,"POLYGON ((-73.95127259864661 40.82291388705217, -73.95127259864661 40.82363306037666, -73.9519917719711 40.82363306037666, -73.9519917719711 40.82291388705217, -73.95127259864661 40.82291388705217))",POINT (-73.95163218530885 40.823273473714416),40.823273473714416,-73.95163218530885,10031,3.0,,1910,1,386,180
108,"(120, 117, 109)",30,306,"POLYGON ((-73.95990267854042 40.80853042056235, -73.95990267854042 40.80924959388684, -73.9606218518649 40.80924959388684, -73.9606218518649 40.80853042056235, -73.95990267854042 40.80853042056235))",POINT (-73.96026226520264 40.80889000722459),40.80889000722459,-73.96026226520264,10027,7.0,C,1910,1,108,181
215,"(125, 123, 118)",30,213,"POLYGON ((-73.956306811918 40.80853042056235, -73.956306811918 40.80924959388684, -73.95702598524248 40.80924959388684, -73.95702598524248 40.80853042056235, -73.956306811918 40.80853042056235))",POINT (-73.95666639858024 40.80889000722459),40.80889000722459,-73.95666639858024,10027,3.0,X,1910,1,215,182
292,"(145, 138, 135)",12,440,"POLYGON ((-73.95414929194455 40.822194713727676, -73.95414929194455 40.82291388705217, -73.95486846526903 40.82291388705217, -73.95486846526903 40.822194713727676, -73.95414929194455 40.822194713727676))",POINT (-73.95450887860677 40.82255430038992),40.82255430038992,-73.95450887860677,10031,2.0,,1910,1,292,183
383,"(158, 158, 165)",170,460,"POLYGON ((-73.95127259864661 40.820756367078694, -73.95127259864661 40.821475540403185, -73.9519917719711 40.821475540403185, -73.9519917719711 40.820756367078694, -73.95127259864661 40.820756367078694))",POINT (-73.95163218530885 40.82111595374094),40.82111595374094,-73.95163218530885,10031,2.0,,1910,1,383,184
109,"(145, 135, 112)",29,557,"POLYGON ((-73.95990267854042 40.80924959388684, -73.95990267854042 40.80996876721133, -73.9606218518649 40.80996876721133, -73.9606218518649 40.80924959388684, -73.95990267854042 40.80924959388684))",POINT (-73.96026226520264 40.80960918054909),40.80960918054909,-73.96026226520264,10027,8.0,X,1910,1,109,185
518,"(134, 138, 148)",157,344,"POLYGON ((-73.94695755869971 40.829386446972585, -73.94695755869971 40.830105620297076, -73.94767673202419 40.830105620297076, -73.94767673202419 40.829386446972585, -73.94695755869971 40.829386446972585))",POINT (-73.94731714536195 40.82974603363483),40.82974603363483,-73.94731714536195,10031,2.0,,1910,1,518,186
387,"(143, 145, 150)",157,393,"POLYGON ((-73.95127259864661 40.82363306037666, -73.95127259864661 40.82435223370115, -73.9519917719711 40.82435223370115, -73.9519917719711 40.82363306037666, -73.95127259864661 40.82363306037666))",POINT (-73.95163218530885 40.82399264703891),40.82399264703891,-73.95163218530885,10031,4.0,,1910,1,387,187
498,"(140, 144, 156)",159,383,"POLYGON ((-73.94767673202419 40.82722892699911, -73.94767673202419 40.8279481003236, -73.94839590534868 40.8279481003236, -73.94839590534868 40.82722892699911, -73.94767673202419 40.82722892699911))",POINT (-73.94803631868643 40.827588513661354),40.82758851366136,-73.94803631868643,10031,2.0,,1910,1,498,188
561,"(128, 134, 145)",155,337,"POLYGON ((-73.94480003872626 40.82650975367462, -73.94480003872626 40.82722892699911, -73.94551921205074 40.82722892699911, -73.94551921205074 40.82650975367462, -73.94480003872626 40.82650975367462))",POINT (-73.9451596253885 40.82686934033686),40.82686934033686,-73.9451596253885,10031,1.0,,1910,1,561,189
433,"(136, 135, 138)",184,413,"POLYGON ((-73.94983425199764 40.82435223370115, -73.94983425199764 40.82507140702564, -73.95055342532213 40.82507140702564, -73.95055342532213 40.82435223370115, -73.94983425199764 40.82435223370115))",POINT (-73.95019383865989 40.8247118203634),40.8247118203634,-73.95019383865989,10031,3.0,,1910,1,433,190
91,"(107, 62, 21)",20,594,"POLYGON ((-73.9606218518649 40.80996876721133, -73.9606218518649 40.81068794053582, -73.96134102518938 40.81068794053582, -73.96134102518938 40.80996876721133, -73.9606218518649 40.80996876721133))",POINT (-73.96098143852716 40.81032835387357),40.81032835387357,-73.96098143852716,10027,8.0,X,1910,1,91,191
195,"(128, 138, 154)",153,495,"POLYGON ((-73.95702598524248 40.80853042056235, -73.95702598524248 40.80924959388684, -73.95774515856696 40.80924959388684, -73.95774515856696 40.80853042056235, -73.95702598524248 40.80853042056235))",POINT (-73.95738557190472 40.80889000722459),40.80889000722459,-73.95738557190472,10027,3.0,X,1910,1,195,192
540,"(135, 132, 128)",24,189,"POLYGON ((-73.94551921205074 40.822194713727676, -73.94551921205074 40.82291388705217, -73.94623838537522 40.82291388705217, -73.94623838537522 40.822194713727676, -73.94551921205074 40.822194713727676))",POINT (-73.94587879871298 40.82255430038992),40.82255430038992,-73.94587879871298,10030,8.0,X,1910,1,540,193
554,"(111, 110, 114)",180,115,"POLYGON ((-73.94480003872626 40.821475540403185, -73.94480003872626 40.822194713727676, -73.94551921205074 40.822194713727676, -73.94551921205074 40.821475540403185, -73.94480003872626 40.821475540403185))",POINT (-73.9451596253885 40.82183512706542),40.82183512706542,-73.9451596253885,10030,2.0,,1910,1,554,194
110,"(136, 108, 71)",24,563,"POLYGON ((-73.95990267854042 40.80996876721133, -73.95990267854042 40.81068794053582, -73.9606218518649 40.81068794053582, -73.9606218518649 40.80996876721133, -73.95990267854042 40.80996876721133))",POINT (-73.96026226520264 40.81032835387357),40.81032835387357,-73.96026226520264,10027,8.0,X,1910,1,110,195
166,"(113, 104, 94)",22,54,"POLYGON ((-73.95846433189145 40.81859884710522, -73.95846433189145 40.81931802042971, -73.95918350521593 40.81931802042971, -73.95918350521593 40.81859884710522, -73.95846433189145 40.81859884710522))",POINT (-73.95882391855369 40.818958433767456),40.818958433767456,-73.95882391855369,10027,7.0,,1910,1,166,196
519,"(149, 148, 149)",212,449,"POLYGON ((-73.94695755869971 40.830105620297076, -73.94695755869971 40.83082479362157, -73.94767673202419 40.83082479362157, -73.94767673202419 40.830105620297076, -73.94695755869971 40.830105620297076))",POINT (-73.94731714536195 40.83046520695932),40.83046520695932,-73.94731714536195,10031,4.0,,1910,1,519,197
435,"(122, 122, 123)",170,209,"POLYGON ((-73.94983425199764 40.82579058035013, -73.94983425199764 40.82650975367462, -73.95055342532213 40.82650975367462, -73.95055342532213 40.82579058035013, -73.94983425199764 40.82579058035013))",POINT (-73.95019383865989 40.82615016701238),40.82615016701238,-73.95019383865989,10031,5.0,,1910,1,435,198
511,"(142, 142, 144)",170,366,"POLYGON ((-73.94695755869971 40.82435223370115, -73.94695755869971 40.82507140702564, -73.94767673202419 40.82507140702564, -73.94767673202419 40.82435223370115, -73.94695755869971 40.82435223370115))",POINT (-73.94731714536195 40.8247118203634),40.8247118203634,-73.94731714536195,10031,2.0,,1910,1,511,199
542,"(110, 109, 108)",21,101,"POLYGON ((-73.94551921205074 40.82363306037666, -73.94551921205074 40.82435223370115, -73.94623838537522 40.82435223370115, -73.94623838537522 40.82363306037666, -73.94551921205074 40.82363306037666))",POINT (-73.94587879871298 40.82399264703891),40.82399264703891,-73.94587879871298,10031,2.0,,1910,1,542,200
496,"(110, 104, 123)",183,546,"POLYGON ((-73.94767673202419 40.82579058035013, -73.94767673202419 40.82650975367462, -73.94839590534868 40.82650975367462, -73.94839590534868 40.82579058035013, -73.94767673202419 40.82579058035013))",POINT (-73.94803631868643 40.82615016701238),40.82615016701238,-73.94803631868643,10031,2.0,,1910,1,496,201
548,"(91, 88, 94)",191,26,"POLYGON ((-73.94551921205074 40.8279481003236, -73.94551921205074 40.828667273648094, -73.94623838537522 40.828667273648094, -73.94623838537522 40.8279481003236, -73.94551921205074 40.8279481003236))",POINT (-73.94587879871298 40.828307686985845),40.828307686985845,-73.94587879871298,10031,4.0,,1910,1,548,202
494,"(113, 118, 129)",156,141,"POLYGON ((-73.94767673202419 40.82435223370115, -73.94767673202419 40.82507140702564, -73.94839590534868 40.82507140702564, -73.94839590534868 40.82435223370115, -73.94767673202419 40.82435223370115))",POINT (-73.94803631868643 40.8247118203634),40.8247118203634,-73.94803631868643,10031,4.0,,1910,1,494,203
84,"(128, 127, 123)",34,200,"POLYGON ((-73.9606218518649 40.804934553939894, -73.9606218518649 40.805653727264385, -73.96134102518938 40.805653727264385, -73.96134102518938 40.804934553939894, -73.9606218518649 40.804934553939894))",POINT (-73.96098143852716 40.80529414060214),40.80529414060214,-73.96098143852716,10025,8.0,,1910,1,84,204
569,"(120, 115, 123)",196,317,"POLYGON ((-73.94408086540177 40.822194713727676, -73.94408086540177 40.82291388705217, -73.94480003872626 40.82291388705217, -73.94480003872626 40.822194713727676, -73.94408086540177 40.822194713727676))",POINT (-73.94444045206401 40.82255430038992),40.82255430038992,-73.94444045206401,10030,8.0,X,1910,1,569,205
360,"(139, 136, 141)",195,526,"POLYGON ((-73.9519917719711 40.822194713727676, -73.9519917719711 40.82291388705217, -73.95271094529558 40.82291388705217, -73.95271094529558 40.822194713727676, -73.9519917719711 40.822194713727676))",POINT (-73.95235135863334 40.82255430038992),40.82255430038992,-73.95235135863334,10031,3.0,,1910,1,360,206
410,"(151, 148, 149)",240,450,"POLYGON ((-73.95055342532213 40.82291388705217, -73.95055342532213 40.82363306037666, -73.95127259864661 40.82363306037666, -73.95127259864661 40.82291388705217, -73.95055342532213 40.82291388705217))",POINT (-73.95091301198437 40.823273473714416),40.823273473714416,-73.95091301198437,10031,2.0,,1910,1,410,207
411,"(141, 139, 133)",31,437,"POLYGON ((-73.95055342532213 40.82363306037666, -73.95055342532213 40.82435223370115, -73.95127259864661 40.82435223370115, -73.95127259864661 40.82363306037666, -73.95055342532213 40.82363306037666))",POINT (-73.95091301198437 40.82399264703891),40.82399264703891,-73.95091301198437,10031,2.0,,1910,1,411,208
328,"(110, 109, 106)",31,102,"POLYGON ((-73.95271094529558 40.81644132713175, -73.95271094529558 40.81716050045624, -73.95343011862006 40.81716050045624, -73.95343011862006 40.81644132713175, -73.95271094529558 40.81644132713175))",POINT (-73.95307053195782 40.816800913794),40.816800913794,-73.95307053195782,10027,2.0,,1910,1,328,209
313,"(155, 145, 138)",17,447,"POLYGON ((-73.95343011862006 40.822194713727676, -73.95343011862006 40.82291388705217, -73.95414929194455 40.82291388705217, -73.95414929194455 40.822194713727676, -73.95343011862006 40.822194713727676))",POINT (-73.9537897052823 40.82255430038992),40.82255430038992,-73.9537897052823,10031,4.0,,1910,1,313,210
524,"(127, 126, 128)",191,184,"POLYGON ((-73.94623838537522 40.822194713727676, -73.94623838537522 40.82291388705217, -73.94695755869971 40.82291388705217, -73.94695755869971 40.822194713727676, -73.94623838537522 40.822194713727676))",POINT (-73.94659797203747 40.82255430038992),40.82255430038992,-73.94659797203747,10031,2.0,,1910,1,524,211
205,"(124, 127, 123)",74,180,"POLYGON ((-73.95702598524248 40.81572215380726, -73.95702598524248 40.81644132713175, -73.95774515856696 40.81644132713175, -73.95774515856696 40.81572215380726, -73.95702598524248 40.81572215380726))",POINT (-73.95738557190472 40.8160817404695),40.8160817404695,-73.95738557190472,10027,2.0,,1910,1,205,212
324,"(113, 110, 108)",17,302,"POLYGON ((-73.95271094529558 40.813564633833785, -73.95271094529558 40.814283807158276, -73.95343011862006 40.814283807158276, -73.95343011862006 40.813564633833785, -73.95271094529558 40.813564633833785))",POINT (-73.95307053195782 40.813924220496034),40.813924220496034,-73.95307053195782,10027,2.0,,1910,1,324,213
358,"(153, 150, 149)",10,452,"POLYGON ((-73.9519917719711 40.820756367078694, -73.9519917719711 40.821475540403185, -73.95271094529558 40.821475540403185, -73.95271094529558 40.820756367078694, -73.9519917719711 40.820756367078694))",POINT (-73.95235135863334 40.82111595374094),40.82111595374094,-73.95235135863334,10031,2.0,,1910,1,358,214
28,"(98, 95, 94)",10,28,"POLYGON ((-73.96349854516284 40.804934553939894, -73.96349854516284 40.805653727264385, -73.96421771848732 40.805653727264385, -73.96421771848732 40.804934553939894, -73.96349854516284 40.804934553939894))",POINT (-73.96385813182508 40.80529414060214),40.80529414060214,-73.96385813182508,10025,3.0,,1910,1,28,215
533,"(101, 100, 96)",34,38,"POLYGON ((-73.94623838537522 40.828667273648094, -73.94623838537522 40.829386446972585, -73.94695755869971 40.829386446972585, -73.94695755869971 40.828667273648094, -73.94623838537522 40.828667273648094))",POINT (-73.94659797203747 40.829026860310336),40.829026860310336,-73.94659797203747,10031,2.0,,1910,1,533,216
536,"(99, 114, 140)",154,541,"POLYGON ((-73.94623838537522 40.83082479362157, -73.94623838537522 40.83154396694606, -73.94695755869971 40.83154396694606, -73.94695755869971 40.83082479362157, -73.94623838537522 40.83082479362157))",POINT (-73.94659797203747 40.83118438028382),40.83118438028382,-73.94659797203747,10031,2.0,,1910,1,536,217
492,"(117, 116, 116)",0,126,"POLYGON ((-73.94767673202419 40.82291388705217, -73.94767673202419 40.82363306037666, -73.94839590534868 40.82363306037666, -73.94839590534868 40.82291388705217, -73.94767673202419 40.82291388705217))",POINT (-73.94803631868643 40.823273473714416),40.823273473714416,-73.94803631868643,10031,8.0,X,1911,1,492,218
497,"(161, 162, 165)",159,468,"POLYGON ((-73.94767673202419 40.82650975367462, -73.94767673202419 40.82722892699911, -73.94839590534868 40.82722892699911, -73.94839590534868 40.82650975367462, -73.94767673202419 40.82650975367462))",POINT (-73.94803631868643 40.82686934033686),40.82686934033686,-73.94803631868643,10031,2.0,,1911,1,497,219
342,"(140, 145, 140)",85,407,"POLYGON ((-73.95271094529558 40.82722892699911, -73.95271094529558 40.8279481003236, -73.95343011862006 40.8279481003236, -73.95343011862006 40.82722892699911, -73.95271094529558 40.82722892699911))",POINT (-73.95307053195782 40.827588513661354),40.82758851366136,-73.95307053195782,10031,3.0,,1911,1,342,220
513,"(124, 121, 135)",179,326,"POLYGON ((-73.94695755869971 40.82579058035013, -73.94695755869971 40.82650975367462, -73.94767673202419 40.82650975367462, -73.94767673202419 40.82579058035013, -73.94695755869971 40.82579058035013))",POINT (-73.94731714536195 40.82615016701238),40.82615016701238,-73.94731714536195,10031,2.0,,1911,1,513,221
260,"(136, 131, 126)",21,190,"POLYGON ((-73.95486846526903 40.813564633833785, -73.95486846526903 40.814283807158276, -73.95558763859351 40.814283807158276, -73.95558763859351 40.813564633833785, -73.95486846526903 40.813564633833785))",POINT (-73.95522805193129 40.813924220496034),40.813924220496034,-73.95522805193129,10027,6.0,,1911,1,260,222
606,"(149, 145, 141)",21,402,"POLYGON ((-73.94192334542832 40.829386446972585, -73.94192334542832 40.830105620297076, -73.9426425187528 40.830105620297076, -73.9426425187528 40.829386446972585, -73.94192334542832 40.829386446972585))",POINT (-73.94228293209056 40.82974603363483),40.82974603363483,-73.94228293209056,10031,3.0,,1911,1,606,223
132,"(126, 130, 131)",136,225,"POLYGON ((-73.95918350521593 40.80996876721133, -73.95918350521593 40.81068794053582, -73.95990267854042 40.81068794053582, -73.95990267854042 40.80996876721133, -73.95918350521593 40.80996876721133))",POINT (-73.95954309187817 40.81032835387357),40.81032835387357,-73.95954309187817,10027,3.0,X,1911,1,132,224
391,"(114, 133, 157)",151,539,"POLYGON ((-73.95127259864661 40.82650975367462, -73.95127259864661 40.82722892699911, -73.9519917719711 40.82722892699911, -73.9519917719711 40.82650975367462, -73.95127259864661 40.82650975367462))",POINT (-73.95163218530885 40.82686934033686),40.82686934033686,-73.95163218530885,10031,3.0,,1911,1,391,225
175,"(114, 116, 123)",160,137,"POLYGON ((-73.95774515856696 40.80924959388684, -73.95774515856696 40.80996876721133, -73.95846433189145 40.80996876721133, -73.95846433189145 40.80924959388684, -73.95774515856696 40.80924959388684))",POINT (-73.9581047452292 40.80960918054909),40.80960918054909,-73.9581047452292,10027,3.0,,1912,1,175,226
32,"(110, 109, 109)",0,100,"POLYGON ((-73.96349854516284 40.80781124723786, -73.96349854516284 40.80853042056235, -73.96421771848732 40.80853042056235, -73.96421771848732 40.80781124723786, -73.96349854516284 40.80781124723786))",POINT (-73.96385813182508 40.808170833900114),40.808170833900114,-73.96385813182508,10025,4.0,,1912,1,32,227
41,"(150, 134, 112)",24,556,"POLYGON ((-73.96277937183835 40.806372900588876, -73.96277937183835 40.80709207391337, -73.96349854516284 40.80709207391337, -73.96349854516284 40.806372900588876, -73.96277937183835 40.806372900588876))",POINT (-73.9631389585006 40.806732487251125),40.806732487251125,-73.9631389585006,10027,8.0,P,1912,1,41,228
42,"(104, 94, 87)",17,46,"POLYGON ((-73.96277937183835 40.80709207391337, -73.96277937183835 40.80781124723786, -73.96349854516284 40.80781124723786, -73.96349854516284 40.80709207391337, -73.96277937183835 40.80709207391337))",POINT (-73.9631389585006 40.80745166057561),40.80745166057561,-73.9631389585006,10027,8.0,P,1912,1,42,229
22,"(98, 105, 105)",127,287,"POLYGON ((-73.96421771848732 40.80709207391337, -73.96421771848732 40.80781124723786, -73.9649368918118 40.80781124723786, -73.9649368918118 40.80709207391337, -73.96421771848732 40.80709207391337))",POINT (-73.96457730514956 40.80745166057561),40.80745166057561,-73.96457730514956,10025,4.0,,1912,1,22,230
54,"(98, 109, 114)",140,545,"POLYGON ((-73.96206019851387 40.806372900588876, -73.96206019851387 40.80709207391337, -73.96277937183835 40.80709207391337, -73.96277937183835 40.806372900588876, -73.96206019851387 40.806372900588876))",POINT (-73.96241978517611 40.806732487251125),40.806732487251125,-73.96241978517611,10027,8.0,P,1912,1,54,231
142,"(157, 167, 178)",149,474,"POLYGON ((-73.95918350521593 40.81859884710522, -73.95918350521593 40.81931802042971, -73.95990267854042 40.81931802042971, -73.95990267854042 40.81859884710522, -73.95918350521593 40.81859884710522))",POINT (-73.95954309187817 40.818958433767456),40.818958433767456,-73.95954309187817,10027,7.0,,1912,1,142,232
55,"(129, 131, 124)",54,219,"POLYGON ((-73.96206019851387 40.80709207391337, -73.96206019851387 40.80781124723786, -73.96277937183835 40.80781124723786, -73.96277937183835 40.80709207391337, -73.96206019851387 40.80709207391337))",POINT (-73.96241978517611 40.80745166057561),40.80745166057561,-73.96241978517611,10027,8.0,P,1912,1,55,233
19,"(75, 79, 59)",50,588,"POLYGON ((-73.96421771848732 40.804934553939894, -73.96421771848732 40.805653727264385, -73.9649368918118 40.805653727264385, -73.9649368918118 40.804934553939894, -73.96421771848732 40.804934553939894))",POINT (-73.96457730514956 40.80529414060214),40.80529414060214,-73.96457730514956,10025,3.0,,1912,1,19,234
295,"(145, 144, 145)",212,396,"POLYGON ((-73.95414929194455 40.82435223370115, -73.95414929194455 40.82507140702564, -73.95486846526903 40.82507140702564, -73.95486846526903 40.82435223370115, -73.95414929194455 40.82435223370115))",POINT (-73.95450887860677 40.8247118203634),40.8247118203634,-73.95450887860677,10031,3.0,,1912,1,295,235
31,"(148, 125, 106)",19,555,"POLYGON ((-73.96349854516284 40.80709207391337, -73.96349854516284 40.80781124723786, -73.96421771848732 40.80781124723786, -73.96421771848732 40.80709207391337, -73.96349854516284 40.80709207391337))",POINT (-73.96385813182508 40.80745166057561),40.80745166057561,-73.96385813182508,10025,4.0,,1912,1,31,236
130,"(137, 136, 133)",31,418,"POLYGON ((-73.95918350521593 40.80853042056235, -73.95918350521593 40.80924959388684, -73.95990267854042 40.80924959388684, -73.95990267854042 40.80853042056235, -73.95918350521593 40.80853042056235))",POINT (-73.95954309187817 40.80889000722459),40.80889000722459,-73.95954309187817,10027,4.0,,1912,1,130,237
