Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,Shape_Leng,Shape_Area,YearBin,percent1900,percent1930,percent1960,percent2000,percent2024,std_dev,mean_value,evenness,Longitude,Latitude
MN,1967,30,109,213.03,2003,05,7,10027,E037,26,16,1100,1,09,2B,410 WEST 127 STREET,M1-5/R7-2,,,,,,MX-15,,,,N,L9,06,0,,WEST 127 STREET LLC,2941,7104,7104,0,2368,0,2368,2368,0,0,2,1,3.0,0,1,75.0,99.92,25.0,92.0,,3,N,5,2,36000.0,405000.0,0.0,0.0,1926,1989,0,,,2.42,4.0,5.0,6.5,1,1019670030.0,0,021303,997016,235389,6a,,107N095,10707,,0.0,,1,,,18v2,253.895653063,2548.55834987,1900-1930,0.02631578947368421,0.8552631578947368,0.039473684210526314,0.039473684210526314,0.039473684210526314,0.3663475485325232,0.2,0.545929678675917,-73.95388203165442,40.81275493752737
MN,1967,40,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,1361 AMSTERDAM AVENUE,M1-5/R7-2,,,,,,MX-15,,,,N,E9,06,0,,JANUS VII LLC,17950,124000,124000,0,30000,0,0,69000,0,25000,2,2,6.0,0,8,104.58,192.42,100.0,200.0,,0,Y,3,2,324000.0,6757650.0,0.0,6433650.0,1911,2006,0,,,6.91,4.0,5.0,6.5,1,1019670040.0,0,021303,996658,235884,6a,,107N095,10707,,0.0,,1,,,18v2,629.445615656,18542.0455563,1900-1930,0.0,0.7872340425531915,0.10638297872340426,0.10638297872340426,0.0,0.33255530144577783,0.2,0.6014037320382507,-73.95517441359964,40.81411408432149
MN,1967,45,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,461 WEST 126 STREET,M1-5/R7-2,,,,,,MX-15,,,,N,O6,05,0,,HARLEM GREEN LLC,26897,76672,76672,0,76672,0,0,0,0,0,2,1,11.0,0,5,280.39,99.92,50.0,106.0,E,3,Y,5,1,1537200.0,3432411.0,0.0,0.0,1980,2007,2013,,,2.85,4.0,5.0,6.5,1,1019670045.0,0,021303,996723,235744,6a,,107N095,10707,E-284,1019670045.0,09/27/2013,1,,,18v2,749.16303475,24914.8097914,1960-2000,0.0,0.8431372549019608,0.058823529411764705,0.09803921568627451,0.0,0.3619227562714351,0.2,0.5526041012392151,-73.95493985247496,40.81372973192622
MN,1967,60,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,423 WEST 127 STREET,M1-5/R7-2,,,,,,MX-15,,,,N,O2,05,0,,NEIGHBORHOOD EIGHTH A,16020,41800,41800,0,22300,0,0,0,0,0,2,3,5.0,0,10,160.33,99.92,60.0,75.0,,3,N,5,2,1095750.0,4350150.0,0.0,2447100.0,1936,1985,2009,,,2.61,4.0,5.0,6.5,1,1019670060.0,0,021303,996897,235637,6a,,107N095,10707,E-284,0.0,,1,,,18v2,527.40019999,16481.5745441,1930-1960,0.03389830508474576,0.847457627118644,0.03389830508474576,0.06779661016949153,0.01694915254237288,0.3624107731770602,0.2,0.5518599728557947,-73.95431145918417,40.813435799442225
MN,1967,66,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,415 WEST 127 STREET,M1-5/R7-2,,,,,,MX-15,,,,N,G1,10,0,,WEST 127 REALTY LLC,10500,20000,20000,0,0,0,20000,0,0,0,2,1,2.0,0,1,105.42,99.92,100.92,99.92,,0,Y,5,2,283500.0,1147950.0,0.0,0.0,1907,2006,0,,,1.9,4.0,5.0,6.5,1,1019670066.0,0,021303,997013,235572,6a,,107N095,10707,E-284,0.0,,1,,,18v2,413.342140111,10675.9564135,1900-1930,0.027777777777777776,0.875,0.027777777777777776,0.041666666666666664,0.027777777777777776,0.3773843948568641,0.2,0.5299636185165876,-73.95389252136438,40.8132572257736
MN,1967,67,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,409 WEST 127 STREET,M1-5/R7-2,R7A,,,,,MX-15,,,,Y,C1,02,0,X,VICTOR SANCHEZ HOUSIN,4996,19830,0,19830,0,0,0,0,0,0,2,1,6.0,36,36,50.0,99.92,50.0,86.92,,0,N,5,2,58950.0,475200.0,58950.0,475200.0,1926,1990,0,,,3.97,4.0,5.0,6.5,1,1019670067.0,0,021303,997081,235534,6a,,107N095,10707,,0.0,,1,,,18v2,304.721540038,5145.9070225,1900-1930,0.027777777777777776,0.875,0.027777777777777776,0.027777777777777776,0.041666666666666664,0.3773843948568641,0.2,0.5299636185165876,-73.95364693797266,40.813152827884
MN,1967,69,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,405 WEST 127 STREET,R7A,,,,,,,,,,N,C1,02,0,X,VICTOR SANCHEZ HOUSIN,4526,20484,0,20484,0,0,0,0,0,0,2,1,6.0,36,36,70.0,99.92,70.0,86.92,,0,Y,5,2,53100.0,543150.0,53100.0,543150.0,1926,1990,0,,,4.53,4.0,0.0,4.0,1,1019670069.0,0,021303,997123,235501,6a,,107N095,10707,,0.0,,1,,,18v2,314.470563875,5145.06170847,1900-1930,0.02702702702702703,0.8783783783783784,0.02702702702702703,0.02702702702702703,0.04054054054054054,0.3792701845649443,0.2,0.5273285578777798,-73.95349527277436,40.81306219099771
MN,1967,72,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,2 CONVENT AVENUE,R7A,,,,,,,,,,N,B1,01,0,,"WILSON, ALBERT D",882,2871,0,2400,0,0,0,0,0,0,2,1,3.0,2,2,20.08,48.92,20.0,40.0,,2,Y,3,1,5881.0,73440.0,0.0,0.0,1926,2008,0,,,3.26,4.0,0.0,4.0,1,1019670072.0,0,021303,997167,235440,6a,,107N095,10707,,0.0,,1,,,18v2,141.448709552,952.58233061,1900-1930,0.023809523809523808,0.8928571428571429,0.03571428571428571,0.011904761904761904,0.03571428571428571,0.38744467822491413,0.2,0.5162027270579672,-73.953336436727,40.81289469880271
MN,1967,73,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,6 CONVENT AVENUE,R7A,,,,,,,,,,N,C5,02,0,,6 CONVENT OWNERS LLC,846,1850,0,1850,0,0,0,0,0,0,2,1,3.0,10,10,20.08,47.75,20.0,38.0,,3,Y,5,1,6888.0,36644.0,0.0,0.0,1926,1988,0,,,2.19,4.0,0.0,4.0,1,1019670073.0,0,021303,997169,235480,6a,,107N095,10707,,0.0,,1,,,18v2,137.541827048,892.308249635,1900-1930,0.025,0.9,0.0375,0.0,0.0375,0.39161125494551347,0.2,0.5107105502295032,-73.95332913459937,40.81300448471198
MN,1967,74,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,10 CONVENT AVENUE,R7A,,,,,,,,,,N,C5,02,0,,SOMAR RENNIE,799,1850,0,1850,0,0,0,0,0,0,2,1,3.0,4,4,20.08,50.0,20.0,38.0,,3,Y,5,5,9368.0,36644.0,0.0,0.0,1926,1988,0,,,2.32,4.0,0.0,4.0,1,1019670074.0,0,021303,997170,235519,6a,,107N095,10707,,0.0,,1,,,18v2,133.186538154,826.138959533,1900-1930,0.02564102564102564,0.9102564102564102,0.02564102564102564,0.0,0.038461538461538464,0.3972911233420532,0.2,0.5034091821991152,-73.95332544695351,40.81311152736063
MN,1967,75,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,12 CONVENT AVENUE,R7A,,,,,,,,,,N,B1,01,0,,"DACOSTA, DANIELLE",940,2400,0,0,0,0,0,0,0,0,2,1,3.0,2,2,20.08,50.0,20.08,40.0,,3,Y,5,2,10637.0,49503.0,1460.0,1460.0,1900,2008,0,,,2.55,4.0,0.0,4.0,1,1019670075.0,0,021303,997170,235539,6a,,107N095,10707,,0.0,,1,,,18v2,139.783466583,891.163653293,1900-1930,0.025974025974025976,0.8961038961038961,0.025974025974025976,0.012987012987012988,0.03896103896103896,0.3892422503166985,0.2,0.5138188347319838,-73.95332540845554,40.813166421775826
MN,1967,76,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,14 CONVENT AVENUE,R7A,,,,,,,,,,N,C5,02,0,,"SHANGHAI HOLDINGS, LL",901,1850,0,1850,0,0,0,0,0,0,2,1,3.0,6,6,20.08,55.92,20.0,38.0,,2,Y,3,1,5996.0,36644.0,0.0,0.0,1926,0,0,,,2.05,4.0,0.0,4.0,1,1019670076.0,0,021303,997169,235561,6a,,107N095,10707,,0.0,,1,,,18v2,152.465741761,1048.64364354,1900-1930,0.02666666666666667,0.8933333333333333,0.02666666666666667,0.013333333333333334,0.04,0.3876997692946323,0.19999999999999998,0.515863086140108,-73.95332897869478,40.813226807094395
MN,1967,85,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,454 WEST 128 STREET,M1-5/R7-2,,,,,,MX-15,,,,N,K4,04,0,,454-458 W. 128TH STRE,14913,13400,13400,0,0,0,0,0,0,13400,2,1,2.0,0,2,142.0,99.92,63.0,100.0,,2,Y,5,0,158850.0,740250.0,0.0,463050.0,1920,2004,0,,,0.9,4.0,5.0,6.5,1,1019670085.0,0,021303,997026,235680,6a,,107N095,10707,E-284,0.0,,1,,,18v2,511.487544468,15576.6928031,1900-1930,0.03508771929824561,0.8421052631578947,0.03508771929824561,0.03508771929824561,0.05263157894736842,0.3590281331168136,0.2,0.5570594084276634,-73.95384535213712,40.81355363681301
MN,1967,172,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,4 CONVENT AVENUE,R7A,,,,,,,,,,N,B9,01,0,,"GIBBS, DONALD",960,2780,0,2436,0,0,0,0,0,0,2,1,3.0,2,2,20.08,47.75,20.08,40.0,,3,Y,5,1,3159.0,31684.0,1460.0,1460.0,1899,2008,0,,,2.9,4.0,0.0,4.0,1,1019670172.0,0,021303,997168,235460,6a,,107N095,10707,,0.0,,1,,,18v2,135.051094237,825.614596303,before 1900,0.024390243902439025,0.9024390243902439,0.036585365853658534,0.0,0.036585365853658534,0.3929593028321533,0.2,0.5089585563939899,-73.9533327856662,40.81294959175765
MN,1967,173,109,213.03,2002,05,7,10027,E037,26,16,1100,1,09,2B,8 CONVENT AVENUE,R7A,,,,,,,,,,N,C2,02,0,,"8 CONVENT AVENUE, LLC",799,1850,0,1850,0,0,0,0,0,0,2,1,3.0,6,6,20.08,47.17,20.0,38.0,,3,Y,5,5,5191.0,40950.0,0.0,0.0,1926,1986,1987,,,2.32,4.0,0.0,4.0,1,1019670173.0,0,021303,997170,235499,6a,,107N095,10707,,0.0,,1,,,18v2,132.571770389,815.63339208,1900-1930,0.02564102564102564,0.9102564102564102,0.02564102564102564,0.0,0.038461538461538464,0.3972911233420532,0.2,0.5034091821991152,-73.9533254854514,40.813056632944935
MN,1968,1,109,213.03,2001,05,7,10027,E037,26,16,1100,1,09,2B,1381 AMSTERDAM AVENUE,M1-5/R7-2,,,,,,MX-15,,,,N,T9,07,0,C,NYC TRANSIT,73225,89794,89794,0,0,0,89794,0,0,0,2,1,2.0,0,1,199.83,366.42,199.83,366.42,,0,Y,3,2,1548000.0,5346000.0,1548000.0,5346000.0,1968,0,0,,,1.23,4.0,5.0,6.5,1,1019680001.0,0,021303,996845,236020,6a,,107N096,10707,,0.0,,1,,,18v2,1152.98635003,76262.4494668,1960-2000,0.0,0.8205128205128205,0.05128205128205128,0.07692307692307693,0.05128205128205128,0.3480007708168933,0.2,0.5747113690461396,-73.95449859559474,40.81448710164893
MN,1968,16,109,213.03,2001,05,7,10027,E037,26,16,1100,1,09,2B,451 WEST 128 STREET,M1-5/R7-2,R7A,,,,,MX-15,,,,Y,G9,07,0,,CONVAM GARAGE COMPANY,24191,48400,48400,0,8400,0,40000,0,0,0,2,1,2.0,0,1,191.5,199.83,192.0,194.0,,3,Y,4,2,594000.0,1686600.0,0.0,0.0,1924,2007,2010,,,2.0,4.0,5.0,6.5,1,1019680016.0,0,021303,997060,235879,6a,,107N096,10707,E-284,0.0,,1,,,18v2,712.630838445,26283.5555931,1900-1930,0.02040816326530612,0.8571428571428571,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.36774355006885273,0.2,0.5438572598178723,-73.95372214377167,40.81409978694875
MN,1968,23,109,213.03,2001,05,7,10027,E037,26,16,1100,1,09,2B,22 CONVENT AVENUE,R7A,,,,,,,,,,N,C1,02,0,X,HOUSING PRESERVATION,2725,14310,0,14310,0,0,0,0,0,0,2,1,5.0,19,19,64.0,76.42,62.0,61.0,,2,Y,3,2,20700.0,866250.0,20700.0,866250.0,1926,1984,0,,,5.25,4.0,0.0,4.0,1,1019680023.0,0,021303,997167,235750,6a,,107N096,10707,,0.0,,1,,,18v2,234.510248655,3093.49395495,1900-1930,0.03389830508474576,0.847457627118644,0.03389830508474576,0.03389830508474576,0.05084745762711865,0.3620142189788821,0.2,0.5524644860957862,-73.95333584014388,40.813745562213235
MN,1968,24,109,213.03,2001,05,7,10027,E037,26,16,1100,1,09,2B,24 CONVENT AVENUE,R7A,,,,,,,,,,N,C1,02,0,X,HOUSING PRESERVATION,4000,19190,0,19190,0,0,0,0,0,0,2,1,5.0,20,20,53.0,79.17,53.0,65.0,,3,Y,5,2,31050.0,1402200.0,31050.0,1402200.0,1926,1984,0,,,4.8,4.0,0.0,4.0,1,1019680024.0,0,021303,997162,235803,6a,,107N096,10707,,0.0,,1,,,18v2,257.672059237,4077.02094166,1900-1930,0.03571428571428571,0.8571428571428571,0.017857142857142856,0.03571428571428571,0.05357142857142857,0.3675709705177313,0.2,0.5441126081697455,-73.95335380126156,40.813891039706775
MN,1968,25,109,213.03,2001,05,7,10027,E037,26,16,1100,1,09,2B,30 CONVENT AVENUE,R7A,,,,,,,,,,N,C1,02,0,X,HOUSING PRESERVATION,3450,11085,0,11085,0,0,0,0,0,0,2,1,5.0,20,20,42.0,84.92,42.0,71.0,,3,Y,5,2,27000.0,600750.0,27000.0,600750.0,1926,1984,0,,,3.21,4.0,0.0,4.0,1,1019680025.0,0,021303,997160,235852,6a,,107N096,10707,,0.0,,1,,,18v2,241.144853438,3277.3558119,1900-1930,0.018867924528301886,0.8490566037735849,0.03773584905660377,0.03773584905660377,0.05660377358490566,0.3630788794393159,0.2,0.5508444880021809,-73.95336093225849,40.81402553392902
MN,1968,26,109,213.03,2001,05,7,10027,E037,26,16,1100,1,09,2B,34 CONVENT AVENUE,R7A,,,,,,,,,,N,C1,02,0,C,HOUSING PRESERVATION,3808,12915,0,12915,0,0,0,0,0,0,2,1,5.0,20,20,42.0,90.67,42.0,77.0,,3,N,5,2,29700.0,810000.0,29700.0,810000.0,1926,0,0,,,3.39,4.0,0.0,4.0,1,1019680026.0,0,021303,997158,235895,6a,,107N096,10707,,0.0,,1,,,18v2,257.483447977,3705.16642468,1900-1930,0.020833333333333332,0.8333333333333334,0.041666666666666664,0.041666666666666664,0.0625,0.3543504425157546,0.2,0.5644130088159687,-73.95336807482326,40.81414355982607
MN,1968,27,109,213.03,2001,05,7,10027,E037,26,16,1100,1,09,2B,36 CONVENT AVENUE,R7A,,,,,,,,,,N,C6,02,0,,36 CONVENT AVE HDFC,4600,16160,0,16160,0,0,0,0,0,0,2,1,5.0,25,25,24.0,114.0,24.0,89.0,,2,Y,3,2,55350.0,682200.0,55350.0,420928.0,1926,1994,0,,,3.51,4.0,0.0,4.0,1,1019680027.0,0,021303,997148,235944,6a,,107N096,10707,,0.0,,1,,,18v2,299.317403922,4522.02735436,1900-1930,0.02127659574468085,0.8297872340425532,0.0425531914893617,0.0425531914893617,0.06382978723404255,0.35238307892713766,0.19999999999999998,0.5675641408246787,-73.95340410702926,40.8142780657256
MN,1968,29,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,21 CONVENT AVENUE,R7A,,,,,,,,,,N,C7,04,0,,21-25 CONVENT AVE. RE,4383,16175,300,15875,0,300,0,0,0,0,2,1,5.0,24,25,50.58,75.08,50.0,88.0,,2,Y,3,2,65250.0,611100.0,0.0,499676.0,1920,1997,0,,,3.69,4.0,0.0,4.0,1,1019680029.0,0,021303,997304,235680,6a,,107N096,10707,,0.0,,1,,,18v2,284.778623438,4717.87949288,1900-1930,0.029411764705882353,0.8970588235294118,0.029411764705882353,0.0,0.04411764705882353,0.38999711648299645,0.2,0.5128243031404452,-73.95284104800022,40.81355323040004
MN,1968,31,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,25 CONVENT AVENUE,R7A,,,,,,,,,,N,C1,02,0,,21-25 CONVENT AVE. RE,5150,25620,0,25620,0,0,0,0,0,0,2,1,5.0,30,30,53.17,124.42,53.0,111.0,,3,Y,5,2,74250.0,691200.0,0.0,548100.0,1905,1997,0,,,4.97,4.0,0.0,4.0,1,1019680031.0,0,021303,997317,235730,6a,,107N096,10707,,0.0,,1,,,18v2,329.428512608,5604.78994163,1900-1930,0.03225806451612903,0.8870967741935484,0.03225806451612903,0.0,0.04838709677419355,0.38450070330608244,0.19999999999999998,0.5201550940223757,-73.95279398679664,40.81369044720779
MN,1968,33,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,419 WEST 128 STREET,R7A,,,,,,,,,,N,C1,02,0,,"KLUCSO, MATILD ZSAN",6045,21535,0,21535,0,0,0,0,0,0,2,1,5.0,29,29,60.5,99.92,61.0,86.0,,2,N,5,1,90000.0,612450.0,0.0,0.0,1920,0,0,,,3.56,4.0,0.0,4.0,1,1019680033.0,0,021303,997382,235665,6a,,107N096,10707,,0.0,,1,,,18v2,325.460768143,6178.58046407,1900-1930,0.030303030303030304,0.9242424242424242,0.015151515151515152,0.0,0.030303030303030304,0.4050586915719723,0.19999999999999998,0.493755605465653,-73.95255929417493,40.81351194399035
MN,1968,35,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,415 WEST 128 STREET,R7A,,,,,,,,,,N,C1,02,0,X,HOUSING PRESERVATION,5995,20425,0,20425,0,0,0,0,0,0,2,1,5.0,30,30,60.0,99.92,60.0,86.0,,3,N,5,2,81900.0,1215000.0,81900.0,1215000.0,1920,1988,0,,,3.41,4.0,0.0,4.0,1,1019680035.0,0,021303,997435,235635,6a,,107N096,10707,,0.0,,1,,,18v2,330.185300829,6413.76380917,1900-1930,0.030303030303030304,0.9393939393939394,0.0,0.0,0.030303030303030304,0.41361138785735735,0.2,0.4835456793211616,-73.95236788517254,40.813429523430095
MN,1968,37,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,411 WEST 128 STREET,R7A,,,,,,,,,,N,C1,02,0,X,HOUSING PRESERVATION,6045,21060,0,21060,0,0,0,0,0,0,2,1,5.0,30,30,60.5,99.92,61.0,86.0,,2,N,5,2,82800.0,1073700.0,82800.0,1073700.0,1920,1986,0,,,3.48,4.0,0.0,4.0,1,1019680037.0,0,021303,997490,235605,6a,,107N096,10707,,0.0,,1,,,18v2,328.185861506,6304.23029564,1900-1930,0.03076923076923077,0.9384615384615385,0.0,0.0,0.03076923076923077,0.4130991256030016,0.2,0.4841452985985248,-73.95216925145706,40.813347099553766
MN,1968,39,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,25 ST NICHOLAS TERRACE,R7A,,,,,,,,,,N,D7,04,0,,ARYEH FAMILY HOLDINGS,10991,50832,2000,48832,0,2000,0,0,0,0,2,1,6.0,55,56,99.92,110.0,98.0,100.0,,2,N,3,1,193050.0,1969200.0,0.0,0.0,1920,1989,0,,,4.62,4.0,0.0,4.0,1,1019680039.0,0,021303,997565,235564,6a,,107N096,10707,,0.0,,1,,,18v2,425.90952084,11324.9604401,1900-1930,0.01694915254237288,0.9491525423728814,0.0,0.0,0.03389830508474576,0.41902473600982904,0.2,0.47729879010772724,-73.95189838827285,40.81323445328544
MN,1968,44,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,35 ST NICHOLAS TERRACE,R7A,,,,,,,,,,N,D1,03,0,,ARYEH FAMILY HOLDINGS,10991,50832,0,50832,0,0,0,0,0,0,2,1,6.0,53,53,99.92,110.0,98.0,110.0,,2,N,3,1,222750.0,1705500.0,0.0,0.0,1920,1989,0,,,4.62,4.0,0.0,4.0,1,1019680044.0,0,021303,997615,235654,6a,,107N096,10707,,0.0,,1,,,18v2,425.576136346,11306.6244069,1900-1930,0.02127659574468085,0.9361702127659575,0.0,0.0,0.0425531914893617,0.4119096183942149,0.2,0.48554340705646776,-73.95171757969104,40.81348140264167
MN,1968,46,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,408 WEST 129 STREET,R7A,,,,,,,,,,N,C1,02,0,,"408-412 PINEAPPLE, LL",6394,22540,0,22540,0,0,0,0,0,0,2,1,5.0,30,30,64.0,99.92,64.0,82.0,,2,N,5,2,86400.0,1494450.0,0.0,0.0,1920,0,0,,,3.53,4.0,0.0,4.0,1,1019680046.0,0,021303,997537,235696,6a,,107N096,10707,,0.0,,1,,,18v2,338.297121564,6812.18928567,1900-1930,0.019230769230769232,0.9230769230769231,0.019230769230769232,0.0,0.038461538461538464,0.40444095391923474,0.20000000000000004,0.49450976110947825,-73.95199927941563,40.81359679856336
MN,1968,49,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,412 WEST 129 STREET,R7A,,,,,,,,,,N,C1,02,0,,"408-412 PINEAPPLE, LL",6395,22540,0,22540,0,0,0,0,0,0,2,1,5.0,30,30,64.0,99.92,64.0,82.0,,3,N,5,2,86400.0,1494450.0,0.0,0.0,1910,0,0,,,3.52,4.0,0.0,4.0,1,1019680049.0,0,021303,997480,235728,6a,,107N096,10707,,0.0,,1,,,18v2,336.064236427,6690.29399055,1900-1930,0.018518518518518517,0.9259259259259259,0.018518518518518517,0.0,0.037037037037037035,0.40601614298895417,0.2,0.4925912502765926,-73.95220513494685,40.81368471516554
MN,1968,52,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,416 WEST 129 STREET,R7A,,,,,,,,,,N,C1,02,0,,416 WEST 129TH STREET,6108,21775,0,21775,0,0,0,0,0,0,2,1,5.0,29,29,61.0,100.83,61.0,86.0,,3,Y,5,1,84600.0,845550.0,84600.0,544892.0,1920,2000,0,,,3.56,4.0,0.0,4.0,1,1019680052.0,0,021303,997425,235758,6a,,107N096,10707,,0.0,,1,,,18v2,331.232790922,6347.07614352,1900-1930,0.019230769230769232,0.9230769230769231,0.019230769230769232,0.0,0.038461538461538464,0.40444095391923474,0.20000000000000004,0.49450976110947825,-73.95240376971441,40.8137671389755
MN,1968,54,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,418-420 WEST 129 STREET,R7A,,,,,,,,,,N,C1,02,0,,"CHATMAN, HEATHER",5731,20375,0,20375,0,0,0,0,0,0,2,1,5.0,20,20,56.83,100.83,50.0,81.5,,2,N,5,2,78300.0,731700.0,78300.0,525110.0,1910,1982,1987,,,3.56,4.0,0.0,4.0,1,1019680054.0,0,021303,997373,235786,6a,,107N096,10707,,0.0,,1,,,18v2,320.013901226,5802.83697751,1900-1930,0.019230769230769232,0.9038461538461539,0.038461538461538464,0.0,0.038461538461538464,0.3937849261301622,0.2,0.5078914560228754,-73.95259157102174,40.813844068545386
MN,1968,56,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,33 CONVENT AVENUE,R7A,,,,,,,,,,N,C6,02,0,,29-33 CONVENT AVENUE,4640,19255,800,18455,0,800,0,0,0,0,2,1,5.0,24,25,58.67,113.67,50.0,101.0,,3,Y,3,1,81000.0,1044450.0,81000.0,741380.0,1910,1988,1994,,,4.15,4.0,0.0,4.0,1,1019680056.0,0,021303,997316,235850,6a,,107N096,10707,,0.0,,1,,,18v2,321.292266832,5200.42745469,1900-1930,0.02,0.88,0.04,0.0,0.06,0.3807886552931954,0.2,0.52522573005958,-73.95279736580584,40.814019815138565
MN,1968,58,109,213.03,3001,05,9,10027,E037,26,16,1100,1,09,2B,29 CONVENT AVENUE,R7A,,,,,,,,,,N,C6,02,0,,29-33 CONVENT AVENUE,4234,15430,0,15430,0,0,0,0,0,0,2,1,5.0,24,24,62.42,88.33,45.0,75.0,,3,Y,5,2,50850.0,651150.0,50850.0,400302.0,1910,1994,1994,,,3.64,4.0,0.0,4.0,1,1019680058.0,0,021303,997303,235798,6a,,107N096,10707,,0.0,,1,,,18v2,274.171832714,4464.75120512,1900-1930,0.019230769230769232,0.8846153846153846,0.038461538461538464,0.0,0.057692307692307696,0.38331510976320915,0.2,0.5217639335996564,-73.95284443112486,40.81387710889598
MN,1969,1,109,213.03,2000,05,7,10027,E037,26,16,1100,1,09,2B,1403 AMSTERDAM AVENUE,R7A,,,,C1-4,,,,,,N,C7,04,0,,AMSTERDAM CONVENT REA,9644,39057,6850,32207,0,6850,0,0,0,0,2,1,5.0,46,54,96.08,100.0,25.0,95.0,,2,Y,3,2,64800.0,747000.0,0.0,623293.0,1910,1985,1988,,,4.05,4.0,0.0,4.0,1,1019690001.0,0,021303,996826,236265,6a,,107N096,10707,,1019690001.0,03/03/2005,1,,,18v2,401.834075445,10625.0113272,1900-1930,0.0,0.7391304347826086,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.305278081418121,0.2,0.6551403835342232,-73.95456677698282,40.815159585123695
MN,1969,5,109,213.03,2000,05,7,10027,E037,26,16,1100,1,09,2B,497 WEST 129 STREET,R7A,,,,,,,,,,N,E1,06,0,,495 WEST 129 LLC,11643,11579,11579,0,0,0,0,11579,0,0,2,1,1.0,0,1,58.48,199.1,58.48,198.0,,3,Y,4,0,209700.0,761850.0,0.0,0.0,1900,1989,2006,,,0.99,4.0,0.0,4.0,1,1019690005.0,0,021303,996920,236273,6a,,107N096,10707,,1019690005.0,11/29/2005,1,,,18v2,522.411905,10308.0962032,1900-1930,0.0,0.76,0.08,0.08,0.08,0.3149603149604724,0.19999999999999998,0.6350006329848235,-73.95422716883128,40.815181408566204
MN,1969,12,109,213.03,2001,05,7,10027,E037,26,16,1100,1,09,2B,38 CONVENT AVENUE,R7A,,,,,,,,,,N,E7,06,0,,NYC SELF STORAGE CONV,21814,83619,83619,0,0,0,0,83619,0,0,2,1,2.0,0,1,54.17,251.0,54.0,251.0,,2,Y,3,2,392850.0,3874950.0,0.0,0.0,1905,1988,0,,,3.83,4.0,0.0,4.0,1,1019690012.0,0,021303,997087,236137,6a,,107N096,10707,E-239,0.0,,1,,,18v2,842.951409427,23616.0427364,1900-1930,0.0,0.8333333333333334,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.35512126254437526,0.2,0.5631879037708154,-73.95362410918807,40.81480788556199
